"Department","Course Code","Title","Credits","Description"
"Pharmacy (PHARM)","PHARM 519","Pharmacotherapeutics for Infectious Disease and Infection","2","PHARM 519 Pharmacotherapeutics for Infectious Disease and Infection (2)Analysis of pharmacotherapeutics to control infection and manage infectious disease through seminar discussion of cases, critical analysis of a pharmacotherapeutic regimen, and development of references to enhance students' clinical expertise. Emphasis on principles of anti-infective therapy, problem solving clinical cases with complex medication regimes, and identifying judicious pharmacotherapeutic plans."
"Pharmacy (PHARM)","PHARM 522","Opportunities in Industry for Pharmacists","1","PHARM 522 Opportunities in Industry for Pharmacists (1)Introduces students to career opportunities for pharmacists in industry, including drug development, regulatory affairs, drug information, health economics, sales, and marketing. Recommended: PHARM 451 or PHARM 551; PHARM 520; and PHARM 542 or HEOR 505. Offered: A."
"Pharmacy (PHARM)","PHARM 523","Insights into Community Pharmacy Practice Transformation","1","PHARM 523 Insights into Community Pharmacy Practice Transformation (1)Introduces student pharmacists to practice transformation concepts, innovative patient care services, and state and national leaders in community pharmacy practice. Credit/no-credit only. Offered: Sp."
"Pharmacy (PHARM)","PHARM 524","Topics in Infectious Disease Pharmacotherapy","2","PHARM 524 Topics in Infectious Disease Pharmacotherapy (2)Discussion of specialized topics in infectious disease pharmacotherapy not covered in the core pharmacotherapeutics series. Expansion of student knowledge regarding the role of pharmacists in antimicrobial stewardship. Prerequisite: PHRMCY 532; recommended: completion of the second year of the PharmD professional degree program. Offered: W."
"Pharmacy (PHARM)","PHARM 529","Introduction to Systematic Reviews and Meta-Analysis of Evidence","3","PHARM 529 Introduction to Systematic Reviews and Meta-Analysis of Evidence (3)Conceptual understanding of the quantitative methods used to synthesize evidence. Methods for pooling evidence across independent studies, pooling binary/continuous outcomes, differences between fixed and random effects models, and guidelines for appraising published systematic reviews/meta-analyses. Prerequisite: either introductory level courses in statistics, epidemiology, or biostatistics or permission of instructor. Offered: jointly with BIME 541/EPI 541/HSERV 529."
"Pharmacy (PHARM)","PHARM 531","Advances in the Diagnosis, Treatment and Management of Epilepsy","2","PHARM 531 Advances in the Diagnosis, Treatment and Management of Epilepsy (2)Complexity of epilepsy pathophysiology, classification, diagnosis, and treatment.  Introduces principles of anti-seizure drug discovery and emerging opportunities for epilepsy research at UW. Five week condensed survey. Prerequisite: permission of Instructor. Offered: Sp."
"Pharmacy (PHARM)","PHARM 547","Current Topics in Aging Research","1, max. 2","PHARM 547 Current Topics in Aging Research (1, max. 2)Explores current topic areas pertinent to aging research. Emphasizes use of applied knowledge in aging sciences for development in critical thinking, data analysis, and interpretation of study findings. Credit/no-credit only. Offered: W."
"Pharmacy (PHARM)","PHARM 548","Current Topics in Geriatrics","1, max. 2","PHARM 548 Current Topics in Geriatrics (1, max. 2)Case-based approach to principles of geriatric pharmacotherapy and medications commonly prescribed for older adults. Utilizes a ""layered-learning model"" in which fourth-year students facilitate the learning of second- and third-year students under the guidance of faculty mentors. Credit/no-credit only. Offered: W."
"Pharmacy (PHARM)","PHARM 549","Pharmacotherapeutics for Older Adults","3/4","PHARM 549 Pharmacotherapeutics for Older Adults (3/4)Applies pharmacologic knowledge to the assessment, individualized selection of therapy, and monitoring of treatment in older adults with multiple comorbidities; and age-related changes in pharmacokinetics and pharmacodynamics with emphasis on problem solving, using case examples. Prerequisite: PHRMCY 536 and PHRMCY 547. Offered: WSp."
"Pharmacy (PHARM)","PHARM 550","Seminar in Geriatrics","[0-1]-, max. 1","PHARM 550 Seminar in Geriatrics ([0-1]-, max. 1)Students facilitate a discussion with students/faculty about the management of an older adult with complex medication regimen. In addition, students critically review and appraise primary literature relevant to contemporary issues related to geriatric pharmacotherapy. Credit/no-credit only. Offered: AW."
"Pharmacy (PHARM)","PHARM 554","Peer Mentoring","[0-1]-, max. 3","PHARM 554 Peer Mentoring ([0-1]-, max. 3)Provides an opportunity for students to learn about mentoring, practice being a mentor, and receive faculty coaching and support in their mentoring experience and growth. Intended for Doctor of Pharmacy (PharmD) program students acting as mentors for first-year PharmD students. Credit/no-credit only. Offered: AW."
"Pharmacy (PHARM)","PHARM 556","Pain Management","1","PHARM 556 Pain Management (1)Pain Management and opioid stewardship is a rapidly growing specialty for clinical pharmacy.  Provides opportunities for pharmacy students to have more in-depth education regarding the management of acute, chronic, cancer or non-cancer pain . Prerequisite: third year professional Pharm D student. Credit/no-credit only. Offered: A."
"Pharmacy (PHARM)","PHARM 567","Cancer Pharmacotherapeutics","2","PHARM 567 Cancer Pharmacotherapeutics (2)Pharmacotherapy of cancer, covering supportive care therapeutics (antibiotics, antiemetics, analgesics,) to the antineoplastic agents. The pathophysiology, staging, and treatment of different cancers is discussed. Specialists from the different oncology practice areas serve as guest lecturers. Prerequisite: either PHARM 561; PHARM 565, or permission of the School of Pharmacy. Offered: Sp."
"Pharmacy (PHARM)","PHARM 569","Fluid and Electrolytes and Parenteral Nutrition","2","PHARM 569 Fluid and Electrolytes and Parenteral Nutrition (2)Focuses on the principles of fluid electrolyte and nutritional management in patients requiring parenteral nutrition (PN) and infusion therapy. Topics include acid-base balance, macro- and micro-nutrient requirements, nutritional assessment, complications of PN and compounding and compatibility of PN solutions. Discusses consideration in special populations (e.g., ICU). Prerequisite: PHRMCY 501; PHRMCY 502; and PHRMCY 531."
"Pharmacy (PHARM)","PHARM 570","Critical Care Pharmacotherapeutics","2","PHARM 570 Critical Care Pharmacotherapeutics (2)Overviews pharmacotherapeutic topics for patients in the critical care setting. Discusses principles in hemodynamic monitoring, respiratory management, concepts in pathophysiology related to critical illnesses, and other timely topics reflecting current clinical practice. Prerequisite: second-year PharmD student, or permission of instructor."
"Pharmacy (PHARM)","PHARM 571","Current Topics in Acute Care Pharmacotherapy","1","PHARM 571 Current Topics in Acute Care Pharmacotherapy (1)Increases understanding and stimulates discussion in current topics related to acute care pharmacotherapy. Reviews the management of patients in the acute care setting through current cases presented by instructors. May be taken alone or concurrently with PHARM 570. Prerequisite: PHRMCY 535."
"Pharmacy (PHARM)","PHARM 572","Pharmacist Advocacy and Affairs I","1, max. 3","PHARM 572 Pharmacist Advocacy and Affairs I (1, max. 3)Increases student awareness and knowledge of local, state, and national healthcare issues that affect pharmacists and their patients. Prepares pharmacy students to knowledgably represent their school, profession, and their patients during individual and organized-group pharmacy legislative and other advocacy activities. Credit/no-credit only. Offered: A."
"Pharmacy (PHARM)","PHARM 573","Pharmacist Advocacy and Affairs II","1, max. 3","PHARM 573 Pharmacist Advocacy and Affairs II (1, max. 3)Prepares pharmacy students to knowledgably represent their school, profession, and their patients during individual and organized-group pharmacy legislative and other advocacy activities. Students actively participate in off-campus legislative and advocacy activities while the Washington State legislature is in session. Credit/no-credit only. Offered: W."
"Pharmacy (PHARM)","PHARM 579","Current Topics in Pharmacy","1, max. 3","PHARM 579 Current Topics in Pharmacy (1, max. 3)Provides a forum for discussing late-breaking topics that impact current and future pharmacy research and practice. Credit/no-credit only. Offered: A."
"Pharmacy (PHARM)","PHARM 581","Global Health Pharmacy: Medicines, Practice, and Policy","2","PHARM 581 Global Health Pharmacy: Medicines, Practice, and Policy (2)Introduces the critical role of pharmaceutical in addressing major diseases (such as HIV/AIDS, malaria, tuberculosis) affecting persons in resource-limited settings. Addresses the wide range of relevant issues, including burden of disease, human resource capacity, regulation, drug safety/pharmacovigilance, drug distribution, pharmacoeconomics, financing, intellectual property, and drug trade policies. Offered: jointly with G H 543."
"Pharmacy (PHARM)","PHARM 582","Special Topics in Global Health Pharmacy and Medical Products","[1-3]-, max. 6","PHARM 582 Special Topics in Global Health Pharmacy and Medical Products ([1-3]-, max. 6)Provides in-depth instruction on selected special topics relating to the use, access to, and impact of pharmaceuticals, vaccines, and diagnostics/medical devices in global health. Credit/no-credit only."
"Pharmacy (PHARM)","PHARM 587","Diabetes Prevention","2","PHARM 587 Diabetes Prevention (2)Provides students with knowledge/skills to serve as Diabetes Prevention lifestyle coaches. The knowledge/skills developed can be applied to promote health/wellness in the community. Prerequisite: PHARM 563. Credit/no-credit only. Offered: A."
"Pharmacy (PHARM)","PHARM 588","Diabetes Care","2","PHARM 588 Diabetes Care (2)Further develops foundations in the principles of diabetes management and provides practice in application of diabetes-care principles. Develops knowledge and abilty to assess, manage, educate, and monitor patients with diabetes. Prerequisite: either PHARM 560; PHARM 564, or permission of the School of Pharmacy. Credit/no-credit only. Offered: Sp."
"Pharmacy (PHARM)","PHARM 592","Pharmacy Practice IV: Design and Analysis of Medical Studies","3","PHARM 592 Pharmacy Practice IV: Design and Analysis of Medical Studies (3)Introduces the basic biostatistical concepts used in the medical literature, and the various study designs. Develops students' skills in critically evaluating the medical literature, with the goal of applying these skills to clinical practice. Prerequisite: PHARM 584; PHARM 585; PHARM 586. Offered: A."
"Pharmacy (PHARM)","PHARM 595","Special Studies in Pharmacy","1-6, max. 24","PHARM 595 Special Studies in Pharmacy (1-6, max. 24)Special studies of professional topics in pharmacy. An opportunity to expand the breadth and depth of understanding in specific pharmaceutical areas. Students may undertake independent study under the individual direction of a faculty member."
"Pharmacy (PHARM)","PHARM 596","Seminars in Pediatric Pharmacotherapy","2","PHARM 596 Seminars in Pediatric Pharmacotherapy (2)Explores therapeutic topics pertinent to the pediatric population. Emphasizes ambulatory pediatrics. Prerequisite: third-year PharmD student or permission of instructor. Credit/no-credit only. Offered: W."
"Pharmacy (PHARM)","PHARM 598","Seminar in Current Pharmacy Practice Topics","1, max. 6","PHARM 598 Seminar in Current Pharmacy Practice Topics (1, max. 6)Provides a variety of current topics related to pharmacotherapy and pharmacy practice.  Presenters include faculty, pharmacy practice residents, and other guest speakers. Credit/no-credit only. Offered: AWSp."
"Pharmacy (PHARM)","PHARM 599","Independent Study/Research","1-6, max. 24","PHARM 599 Independent Study/Research (1-6, max. 24)Applied pharmaceutical research problems. Credit/no-credit only."
"Pharmacy (PHRMCY)","PHRMCY 501","Foundations of Being a Pharmacist I","3","PHRMCY 501 Foundations of Being a Pharmacist I (3)First course of a two-quarter series providing a foundation in the knowledge, skills, and attitudes to be an effective patient-centered pharmacist provider. Content is designed to facilitate the development of a student's professional identity and leadership abilities. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 502","Foundations of Being a Pharmacist II","2","PHRMCY 502 Foundations of Being a Pharmacist II (2)Second course of a two-quarter series providing a foundation in the knowledge, skills, and attitudes to be an effective patient-centered pharmacist provider.  Content is designed to facilitate the development of a student's professional identity and leadership abilities. Prerequisite: PHRMCY 501. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 503","Advanced Pharmacy Leadership","1","PHRMCY 503 Advanced Pharmacy Leadership (1)Provides a foundation in the knowledge, skills, and attitudes to be effective in creating and achieving shared goals through personal and professional leadership. Prerequisite: either PHRMCY 501 and PHRMCY 502, or permission of instructor."
"Pharmacy (PHRMCY)","PHRMCY 511","Introduction to Evidence-Based Practice","2","PHRMCY 511 Introduction to Evidence-Based Practice (2)Introduces primary, secondary, and tertiary medical literature. Practiced skills include forming an answerable question, retrieving and summarizing credible biomedical literature, interpreting study results, and writing effectively for the public and for health professionals. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 512","Fundamentals of US Health Care, Pharmacy Safety and Law","3","PHRMCY 512 Fundamentals of US Health Care, Pharmacy Safety and Law (3)Introduction to health care and pharmacy practice designed for future healthcare practitioners. Examines the organization and financing of the U.S. healthcare system, patient safety, and pharmacy law. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 513","Applied Patient Safety and Quality","2","PHRMCY 513 Applied Patient Safety and Quality (2)Introduction to principles of patient safety and quality designed for future health care practitioners. Content is designed to facilitate the development of a student's ability to provide safe and quality care. Prerequisite: PHRMCY 511 and PHRMCY 512. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 514","Design and Analysis of Medical Studies","2","PHRMCY 514 Design and Analysis of Medical Studies (2)Provides basic understanding of the fundamental concepts of biostatistics and epidemiology as they relate to study designs and evaluation of the medical literature. Prerequisite: PHRMCY 511; recommended: undergraduate course in statistics. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 515","Population Health and Pharmacy Management","3","PHRMCY 515 Population Health and Pharmacy Management (3)Examines the concept of population health and the pharmacist's role therein as well as pharmacy management for future healthcare practitioners. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 516","Pharmacy Law and Ethics","2","PHRMCY 516 Pharmacy Law and Ethics (2)Provides a review of current Washington State and Federal pharmacy law in preparation for Advanced Pharmacy Practice Experiences and the Multistate Pharmacy Jurisprudence Exam. Prerequisite: PHRMCY 513. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 531","Pharmacotherapeutics I","4","PHRMCY 531 Pharmacotherapeutics I (4)First course in a 7-course series providing a foundation in knowledge for patient-centered clinical case management. Includes introduction to pharmacotherapeutics and special populations, over-the-counter medications and self-care. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 532","Pharmacotherapeutics II","4","PHRMCY 532 Pharmacotherapeutics II (4)Second course in a 7-course series providing a foundation in knowledge for patient-centered clinical case management. Includes assessment and management of drug-related hypersensitivity and various bacterial, fungal, and viral infectious diseases. Prerequisite: PHRMCY 531. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 533","Pharmacotherapeutics III","4","PHRMCY 533 Pharmacotherapeutics III (4)Third course in a 7-course series providing a foundation in knowledge for patient-centered clinical case management. Includes assessment and pharmacotherapeutic management of diseases affecting the cardiovascular, pulmonary, renal, and endocrine systems. Prerequisite: PHRMCY 532. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 534","Pharmacotherapeutics IV","4","PHRMCY 534 Pharmacotherapeutics IV (4)Fourth in a seven-course series. Patient-centered clinical case management. Includes assessment and pharmacotherapeutic management of diseases associated with hematological, neurological, psychiatric, and gastrointestinal systems. Prerequisite: PHRMCY 533. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 535","Pharmacotherapeutics V","3","PHRMCY 535 Pharmacotherapeutics V (3)Patient-centered clinical case management. Assessment and pharmacotherapeutic management of diseases associated with the hematological, gastrointestinal, and immune systems, as well as pharmacotherapeutics associated with cancer therapy, transplantation, and biological therapies. Prerequisite: PHRMCY 534. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 536","Pharmacotherapeutics VI","4","PHRMCY 536 Pharmacotherapeutics VI (4)Provides a foundation in knowledge for patient-centered clinical case management. Includes assessment and pharmacotherapeutic management of issues related to gender-related health and care, reproductive health, geriatrics, rheumatological diseases, and diseases affecting the urological, dermatological and ophthalmic systems. Prerequisite: PHRMCY 535. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 537","Pharmacotherapeutics VII","4","PHRMCY 537 Pharmacotherapeutics VII (4)Provides a foundation in knowledge for patient-centered clinical case management. Covers pharmacotherapeutics in special patient populations, including children, critically ill patients, obese patients, patients requiring nutrition support, and those with multiple comorbidities. Prerequisite: PHRMCY 536. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 541","Pharmacist Provider Readiness I","4","PHRMCY 541 Pharmacist Provider Readiness I (4)Prepares students for practice as a pharmacist provider. Includes development and refinement of skills necessary for being successful in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs). Prerequisite: successful completion of on-boarding and compliance requirements for PharmD program. Credit/no-credit only. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 542","Pharmacist Provider Readiness II","3","PHRMCY 542 Pharmacist Provider Readiness II (3)Prepares students for practice as a pharmacist provider. Includes development and refinement of skills necessary for being successful in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs). Prerequisite: PHRMCY 541. Credit/no-credit only. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 543","Pharmacist Provider Readiness III","4","PHRMCY 543 Pharmacist Provider Readiness III (4)Prepares students for practice as a pharmacist provider. Includes development and refinement of skills necessary for being successful in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs). Prerequisite: PHRMCY 531 and PHRMCY 542. Credit/no-credit only. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 544","Pharmacist Provider Readiness IV","5","PHRMCY 544 Pharmacist Provider Readiness IV (5)Delivery of care to patients with increasingly complex health care needs. Prepares students for practice as a pharmacist provider. Includes development and refinement of skills necessary for success in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs). Prerequisite: PHRMCY 532; PHRMCY 543; and PHRMPR 531. Credit/no-credit only. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 545","Pharmacist Provider Readiness V","3","PHRMCY 545 Pharmacist Provider Readiness V (3)Development and refinement of skills necessary for success in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs).  Emphasizes delivery of care to multiple patients with increasingly complex health care needs. Prerequisite: PHRMCY 533; PHRMCY 544; and PHRMPR 514. Credit/no-credit only. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 546","Pharmacist Provider Readiness VI","3","PHRMCY 546 Pharmacist Provider Readiness VI (3)Development and refinement of skills necessary for success in the Pharmacist Provider Experience course series and Introductory Pharmacy Practice Experiences (IPPEs). Emphasizes delivery of care to multiple patients with increasingly complex healthcare needs. Prerequisite: PHRMCY 534; PHRMCY 545; and PHRMPR 515. Credit/no-credit only. Offered: Sp."
"Pharmacy (PHRMCY)","PHRMCY 547","Pharmacist Provider Readiness VII","3","PHRMCY 547 Pharmacist Provider Readiness VII (3)Development and refinement of skills necessary for success in the Pharmacist Provider Experience course series; and Introductory Pharmacy Practice Experiences (IPPEs); and Advanced Pharmacy Practice Experiences (APPEs). Prerequisite: PHRMCY 535; PHRMCY 546; and PHRMPR 516. Credit/no-credit only. Offered: A."
"Pharmacy (PHRMCY)","PHRMCY 550","Readiness for Advanced Pharmacy Practice Experiences","5","PHRMCY 550 Readiness for Advanced Pharmacy Practice Experiences (5)Capstone course preparing students for transition to Advanced Pharmacy Practice Experiences (APPE). Involves applying and integrating skills acquired from both the didactic courses and experiential training. Prerequisite: PHRMPR 517; PHRMPR 541; PHRMPR 542; PHRMCY 536; and PHRMCY 547. Credit/no-credit only. Offered: W."
"Pharmacy (PHRMCY)","PHRMCY 551","Case Conferences and Continuous Professional Development","[0.5/1]-, max. 2","PHRMCY 551 Case Conferences and Continuous Professional Development ([0.5/1]-, max. 2)Includes conferences and class meetings.  Taken concurrently with Advanced Pharmacy Practice Experiences rotations during the third- and fourth-professional year. Prerequisite: third-year professional PharmD student; and successful completion of all pre-Advanced Pharmacy Practice Experiences requirements. Credit/no-credit only. Offered: AWSp."
"Pharmacy (PHRMCY)","PHRMCY 580","Current Trends in Pharmacy Science and Practice","1, max. 2","PHRMCY 580 Current Trends in Pharmacy Science and Practice (1, max. 2)Current topic areas pertinent to professional pharmacy practice. Emphasizes use of applied knowledge in pharmaceutical sciences for professional development in critical thinking, data analysis, and in-depth expertise in pharmacy-related research sciences and practice areas. Prerequisite: open to undergraduates with permission of instructor; recommended: general undergraduate science background.  Credit/no-credit only. Offered: Sp."
"Pharmacy Practice (PHARMP)","PHARMP 511","Introductory Pharmacy Practice Experience in Community Pharmacy I","1","PHARMP 511 Introductory Pharmacy Practice Experience in Community Pharmacy I (1)Introduces student to community pharmacy practice. Students process prescriptions, begin to manage drug therapy, communicate with patients, and provide public health activities in the patient care setting. Seminars allow for orientation, discussion/reflection, and progress assessment. Orients students to community practice, fulfills requirements for entering patient care, and sets expectations for the course series. First in a series of four. Prerequisite: PHARM 584. Credit/no-credit only. Offered: W."
"Pharmacy Practice (PHARMP)","PHARMP 512","Introductory Pharmacy Practice Experience in Community Pharmacy II","1","PHARMP 512 Introductory Pharmacy Practice Experience in Community Pharmacy II (1)Introduces student to community pharmacy practice. Students process prescriptions, begin to manage drug therapy, communicate with patients, and provide public health activities in the patient care setting.Emphasizes legal requirements for practice, fulfills requirements for entering patient care, and exposes student to leaders in community pharmacy practice. Second in a series of four. Prerequisite: PHARMP 511. Credit/no-credit only. Offered: Sp."
"Pharmacy Practice (PHARMP)","PHARMP 513","Introductory Pharmacy Practice Experience in Community Pharmacy III","1","PHARMP 513 Introductory Pharmacy Practice Experience in Community Pharmacy III (1)Introduces student to community pharmacy practice. Students process prescriptions, begin to manage drug therapy, communicate with patients, and provide public health activities in the patient care setting. Seminars allow for orientation, discussion/reflection, and progress assessment. Emphasizes patient safety, involvement in health/wellness screening, and exposes students to leaders in community pharmacy. Third in a series of four. Prerequisite: PHARMP 512 and PHARM 586. Credit/no-credit only. Offered: A."
"Pharmacy Practice (PHARMP)","PHARMP 514","Introductory Pharmacy Practice Experience in Community Pharmacy IV","1","PHARMP 514 Introductory Pharmacy Practice Experience in Community Pharmacy IV (1)Introduces student to community pharmacy practice. Students process prescriptions, begin to manage drug therapy, communicate with patients, and provide public health activities in the patient care setting. Seminars allow for orientation, discussion/reflection, and progress assessment. Emphasizes reflection on and documentations of professional competency. Fourth in a series of four. Prerequisite: PHARMP 513. Credit/no-credit only. Offered: W."
"Pharmacy Practice (PHARMP)","PHARMP 521","Foundations of Interprofessional Practice I","[0-1]-, max. 1","PHARMP 521 Foundations of Interprofessional Practice I ([0-1]-, max. 1)Team-based training and experiential immersion in healthcare team functioning for PY2 pharmacy students. work with medical, nursing, physician assistant, social work, dental and dietetics students in patient care situations to apply evidence-based practice and quality improvement principles. Focuses on development of intra- and inter-professional roles and professional identity. Credit/no-credit only."
"Pharmacy Practice (PHARMP)","PHARMP 522","Foundations of Interprofessional Practice II","[0-1]-, max. 1","PHARMP 522 Foundations of Interprofessional Practice II ([0-1]-, max. 1)Team-based training and experiential immersion in healthcare team functioning for PY3 pharmacy students. Work with medical, nursing, physician assistant, social work, dental, and dietetic students in patient care situations to apply evidence-based practice and quality improvement principles. Focuses on development of intra and interprofessional roles and professional identity. Credit/no-credit only. Offered: AWSp."
"Pharmacy Practice (PHARMP)","PHARMP 531","Introductory Pharmacy Practice Experience in Institutional Pharmacy I","1","PHARMP 531 Introductory Pharmacy Practice Experience in Institutional Pharmacy I (1)Introduces institutional pharmacy practice. The role of pharmacists in the inpatient settings, participation in product distribution, provision of drug information, and exposure to quality assurance activities in hospitals. Orients students to institutional practice, exposes student to leaders in hospital practice, and introduces expectations for quality assurance activities. First in a series of three. Prerequisite: PHARMP 514. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHARMP)","PHARMP 532","Introductory Pharmacy Practice Experience in Institutional Pharmacy II","1","PHARMP 532 Introductory Pharmacy Practice Experience in Institutional Pharmacy II (1)Introduces institutional pharmacy practice. Students learn about the role of pharmacists in the inpatient settings, participate in product distribution, provide drug information, and gain exposure to quality assurance activities in hospitals. Quality assurance in hospital practice, reflects on medication reconciliation, and orients students to subsequent IPPE coursework. Second in a series of three. Prerequisite: PHARMP 531. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHARMP)","PHARMP 533","Introductory Pharmacy Practice Experience in Institutional Pharmacy III","1","PHARMP 533 Introductory Pharmacy Practice Experience in Institutional Pharmacy III (1)Introduces students to institutional pharmacy practice. Students learn about the role of pharmacists in the inpatient setting, participate in product distribution, provide drug information, and gain exposure to quality assurance activities in hospitals. Seminars allow for orientation, discussion, and progress assessment. Third in a three-part series. Prerequisite: PHARMP 532. Credit/no-credit only. Offered: AWSpS."
"Pharmacy Practice (PHARMP)","PHARMP 541","Introductory Pharmacy Practice Experience in Clinical Skills","1","PHARMP 541 Introductory Pharmacy Practice Experience in Clinical Skills (1)Students interview and assess a patient in the practice setting, present the patient case and an oral seminar in a small group setting, and complete other requirements for beginning advanced pharmacy practice experience. Prerequisite: PHARMP 533. Credit/no-credit only. Offered: Sp."
"Pharmacy Practice (PHARMP)","PHARMP 580","Preparation for Global Health Experience in Low-resource Countries","3","PHARMP 580 Preparation for Global Health Experience in Low-resource Countries (3)Prepares students to safely and fully engage in clinical healthcare experiences in low-resource countries. Helps students understand common barriers to healthcare access and to appreciate the communicable and non-communicable health issues that individuals and communities experience in these countries. Credit/no-credit only. Offered: Sp."
"Pharmacy Practice (PHRMPR)","PHRMPR 511","Pharmacist Provider Experience I","2","PHRMPR 511 Pharmacist Provider Experience I (2)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient care setting. This is part of the (WIP) Wednesdays in Practice course series. Prerequisite: successful completion of on-boarding and compliance requirements for PharmD program. Credit/no-credit only. Offered: A."
"Pharmacy Practice (PHRMPR)","PHRMPR 512","Pharmacist Provider Experience II","2","PHRMPR 512 Pharmacist Provider Experience II (2)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient care setting. This is part of the Wednesdays in Practice course series. Prerequisite: PHRMPR 511 and PHRMCY 541. Credit/no-credit only. Offered: W."
"Pharmacy Practice (PHRMPR)","PHRMPR 513","Pharmacist Provider Experience III","2","PHRMPR 513 Pharmacist Provider Experience III (2)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient care setting. This is part of the Wednesday in Practice (WIP) course series. Prerequisite: PHRMCY 531; PHRMCY 542; and PHRMPR 512. Credit/no-credit only. Offered: Sp."
"Pharmacy Practice (PHRMPR)","PHRMPR 514","Pharmacist Provider Experience IV","2","PHRMPR 514 Pharmacist Provider Experience IV (2)Delivery of care to patients with increasingly complex health care needs. Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient-care setting. Part of the Wednesday in Practice (WIP) course series. Prerequisite: PHRMCY 532; PHRMCY 543; and PHRMPR 513. Credit/no-credit only. Offered: A."
"Pharmacy Practice (PHRMPR)","PHRMPR 515","Pharmacist Provider Experience V","2","PHRMPR 515 Pharmacist Provider Experience V (2)Application of classroom learning in a patient-care setting. Emphasizes delivery of care to multiple patients with increasingly complex healthcare needs. Prerequisite: PHRMCY 533; PHRMCY 544; and PHRMPR 514. Credit/no-credit only. Offered: W."
"Pharmacy Practice (PHRMPR)","PHRMPR 516","Pharmacist Provider Experience VI","2","PHRMPR 516 Pharmacist Provider Experience VI (2)Application of classroom learning to a patient-care setting. Emphasizes delivery of care to multiple patients with increasingly complex healthcare needs. Prerequisite: PHRMCY 534; PHRMCY 545; and PHRMPR 515. Credit/no-credit only."
"Pharmacy Practice (PHRMPR)","PHRMPR 517","Pharmacist Provider Experience VII","1-, max. 2","PHRMPR 517 Pharmacist Provider Experience VII (1-, max. 2)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient care setting. This is part of the Wednesday in Practice course series. Emphasizes the delivery of care to multiple  patients with increasingly complex healthcare needs. Prerequisite: PHRMCY 535; PHRMCY 546; and PHRMPR 516. Credit/no-credit only. Offered: ASp."
"Pharmacy Practice (PHRMPR)","PHRMPR 531","Pharmacist Provider Experience Year I","1-, max. 2","PHRMPR 531 Pharmacist Provider Experience Year I (1-, max. 2)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a patient care setting. This is part of the (WIP) Wednesdays in Practice course series. Prerequisite: PHRMCY 541. Credit/no-credit only. Offered: WSp."
"Pharmacy Practice (PHRMPR)","PHRMPR 532","Pharmacist Provider Experience Year II","1-, max. 3","PHRMPR 532 Pharmacist Provider Experience Year II (1-, max. 3)Prepares students for practice as a pharmacist provider. Emphasizes application of classroom learning in a community setting. This is part of the (WIP) Wednesdays in Practice course series. Prerequisite: PHRMCY 544 and PHRMPR 531. Credit/no-credit only. Offered: AWSp."
"Pharmacy Practice (PHRMPR)","PHRMPR 541","Introductory Pharmacy Practice Experience in Institutional Health-System Setting","[1-3]-, max. 3","PHRMPR 541 Introductory Pharmacy Practice Experience in Institutional Health-System Setting ([1-3]-, max. 3)Prepares students for practice in institutional health-system setting. Students learn about the role of pharmacists in inpatient setting; medication use and patient safety; pharmacists' patient care process; medication knowledge; calculations; ethical, legal and professional behavior; general communication; patient education; drug information; insurance/prescription drug coverage; quality improvement. Prerequisite: PHRMCY 542. Credit/no-credit only. Offered: ASp."
