subject,code,credits,title,Description
REAL - Real Estate,REAL 7810, 1.5-3 hours.,Real Estate Investments,Quantitative techniques for analyzing equity investments in real estate. Emphasis is placed on the effects of financial leverage and taxation on investment performance. These are addressed at the single property and portfolio levels. Students must analyze the investment performance of a REIT and its sector.
REAL - Real Estate,REAL 7830, 1.5-3 hours.,Real Estate Finance,"Application of theoretical aspects of financial economics to explain real estate financial institutions and markets. Financial and economic methods are applied to residential and commercial real estate. Special topics include real estate in a portfolio, agency problems, and the influence of the legal environment."
REAL - Real Estate,REAL 7850, 1.5-3 hours.,Real Estate Markets,Concentration on real estate markets with specific emphasis on understanding the market forces affecting real estate at the urban and regional levels. The main focus will be on providing insight into the operation of urban land and non-residential markets and the process of urban growth and regional development.
REAL - Real Estate,REAL 7870, 1.5-3 hours.,Special Topics in Real Estate,"Advanced topics in real estate. Special emphasis on current issues in the real estate industry and the conceptual and analytical tools available for their analysis. The course is designed to provide practical experience through case analysis, site selection projects, and other forms of market analysis and research."
REAL - Real Estate,REAL 7990, 1-6 hours. Repeatable for maximum 9 hours credit.,Directed Study in Real Estate,"Directed study in real estate topics for MBA students, giving particular attention to specialized problems in an area related to a student's academic interests."
REAL - Real Estate,REAL 8990, 1-9 hours. Repeatable for maximum 18 hours credit.,Directed Studies in Real Estate,Directed study or research in real estate.
REAL - Real Estate,REAL 9000, 1-9 hours. Repeatable for maximum 60 hours credit.,Doctoral Research,Research while enrolled for a doctoral degree under the direction of faculty members.
REAL - Real Estate,REAL 9300, 1-9 hours. Repeatable for maximum 60 hours credit.,Doctoral Dissertation,Dissertation writing under the direction of the major professor.
REAL - Real Estate,REAL 9910, 1-6 hours. Repeatable for maximum 18 hours credit.,Seminar in Real Estate Analysis and Finance,"Selected topics in real estate analysis and finance. Topics include interest rate theory and mortgage financing, mortgage choice, secondary mortgage market, option theory, derivative assets, efficient market theory, default risk, mortgage insurance, agency problems, and risk management. Discussion of current research, proposal writing, and research methods."
REAL - Real Estate,REAL 9920, 1-6 hours. Repeatable for maximum 18 hours credit.,Seminar in Real Estate Markets and Investments,"Selected topics in real estate market analysis, urban economics, and investments. Topics include real estate asset pricing, diversification, housing demand, information economics, agency theory, urban spatial structure, financial institutions, and urban public policy. Discussion of current research, proposal writing, and research methods."
RELI - Religion,RELI 1001, 3 hours.,"Introduction to Judaism, Christianity, and Islam","An introductory survey of the religions of Judaism, Christianity, and Islam. Theories, methods, and inclusion of relevant information may vary according to instructors and sections."
RELI - Religion,RELI 1001E, 3 hours.,"Introduction to Judaism, Christianity, and Islam","An introductory survey of the religions of Judaism, Christianity, and Islam. Theories, methods, and inclusion of relevant information may vary according to instructors and sections."
RELI - Religion,RELI 1002E, 3 hours.,"Religions of India, China, and Japan","A broad introduction to the major religious traditions of Asia, including Hinduism, Buddhism, Jainism, Sikhism, the Chinese traditions of Daoism and Confucianism, and Japanese Shinto. The course will focus on central figures, core concepts, aims and beliefs, and primary religious practices within each tradition."
RELI - Religion,RELI 1002, 3 hours.,"Religions of India, China, and Japan","A broad introduction to the major religious traditions of Asia, including Hinduism, Buddhism, Jainism, Sikhism, the Chinese traditions of Daoism and Confucianism, and Japanese Shinto. The course will focus on central figures, core concepts, aims and beliefs, and primary religious practices within each tradition."
RELI - Religion,RELI 1003, 3 hours.,Introduction to Religious Thought,Religion including various theological perspectives and the philosophy of religion.
RELI - Religion,RELI 1003E, 3 hours.,Introduction to Religious Thought,"Religion, including various theological perspectives and the philosophy of religion."
RELI - Religion,RELI 1006E, 3 hours.,Religions of the World,"Survey of the religions of the world, including religions originating in the Near East, India, China, Japan, Africa, and Native America."
RELI - Religion,RELI 1006, 3 hours.,Religions of the World,"Survey of the religions of the world, including religions originating in the Near East, India, China, Japan, Africa, and Native America."
RELI - Religion,RELI 1007, 3 hours.,Reading the Old Testament/Hebrew Bible,"Introduction to the Old Testament/Hebrew Bible in translation. Students engage representative portions of a primary text which has strongly influenced and shaped world history, culture, literature, and politics. Students will also explore some critical perspectives in scholarship."
RELI - Religion,RELI 1007E, 3 hours.,Reading the Old Testament/Hebrew Bible,"Introduction to the Old Testament/Hebrew Bible in translation. Students engage representative portions of a primary text which has strongly influenced and shaped world history, culture, literature, and politics. Students will also explore some critical perspectives in scholarship."
RELI - Religion,RELI 1008, 3 hours.,Reading the New Testament,"Introductory course in which students read entire New Testament or representative selections. Mainly provides opportunity to interact closely with a primary text which has strongly influenced and shaped world history, culture, literature, and politics; will also explore some critical perspectives in New Testament studies."
RELI - Religion,RELI 1009, 3 hours.,Introduction to Indigenous Religions,Who are Indigenous peoples and what are indigenous religions? Exploration of these questions through an examination of indigenous religions around the world from ancient times to the present. Modern religious traditions will be examined with reference to the United Nations Declaration on the Rights of Indigenous Peoples.
RELI - Religion,RELI 1009E, 3 hours.,Introduction to Indigenous Religions,Who are Indigenous peoples and what are indigenous religions? Exploration of these questions through an examination of indigenous religions around the world from ancient times to the present. Modern religious traditions will be examined with reference to the United Nations Declaration on the Rights of Indigenous Peoples.
RELI - Religion,RELI(NAMS) 1100, 3 hours.,Introduction to Native American Studies,A broad overview of Native American cultures and history. Focus will be on tribes in North America.
RELI - Religion,RELI 1200E, 3 hours.,Introduction to Study of African Religion,"Introduction to meaning, origin, and characteristics of African religion, focusing on the approaches and challenges in studying African religion."
RELI - Religion,RELI(AFST) 1200, 3 hours.,Introduction to Study of African Religion,"Introduction to meaning, origin, and characteristics of African religion, focusing on the approaches and challenges in studying African religion."
RELI - Religion,AFST(RELI) 1201, 3 hours.,Nature and Structure of African Religions,"Study of terminologies and basic beliefs of African religions, dwelling on African concepts of Supreme Being, divinities, spirits, ancestors, and magic and medicine."
RELI - Religion,RELI 1300, 3 hours.,Jews and Food,"Food preparation and consumption have always been important aspects of Jewish religion, identity, and culture. Jewish foodways have been shaped by biblical and rabbinic traditions as well as the many global societies that Jews have been a part of. This course examines the importance of food in Jewish tradition and includes opportunities to experience Jewish food firsthand through cooking and eating."
RELI - Religion,RELI 1400, 3 hours.,Jews and Judaism in Popular Culture,"Explores the long history of depictions of Jewish people and Jewish religion in popular culture, from ancient and medieval art to modern retellings of biblical stories, contemporary representations of the Holocaust, and depictions of American, Israeli, and European Jewry in film and literature."
RELI - Religion,RELI 2001H, 3 hours.,"Introduction to Judaism, Christianity, and Islam (Honors)","Judaism, Christianity, Islam and background religions, such as those of Mesopotamia, Egypt, Greece, and Rome."
RELI - Religion,RELI 2002H, 3 hours.,"Introduction to the Religions of India, China, and Japan (Honors)","The religions of India, China, and Japan, such as Hinduism, Buddhism, Confucianism, Taoism, and Shinto."
RELI - Religion,RELI 2003H, 3 hours.,Introduction to Religious Thought (Honors),Religion including various theological perspectives and the philosophy of religion.
RELI - Religion,RELI(NAMS) 2004, 3 hours.,Introduction to Religion in Native American Cultures,"Native religious traditions of selected cultures of North America, with special attention to cultures of the Southeast, Great Plains, and Southwest."
RELI - Religion,RELI(NAMS) 2004H, 3 hours.,Introduction to Religion in Native American Cultures (Honors),"Elements of religion in selected cultures of North America, with emphasis on issues of cross-cultural understanding."
RELI - Religion,RELI(AFAM) 2005, 3 hours.,African American Religions: An Introduction,Major and selected contemporary religious groups and movements among African Americans.
RELI - Religion,RELI 2008, 3 hours.,The Gospel of Mark,An introduction to the Gospel of Mark and to select methods used in the academic study of the Gospels.
RELI - Religion,RELI 2012, 3 hours.,Asian Religions in America,"Examination of the diverse religious affiliations and identities of Asian Americans in North America. An interdisciplinary analysis of religious traditions, migration/diaspora experience, and contemporary issues, while grounding this knowledge in the Asian American cultures and socio-historical contexts that have influenced both continuity and change."
RELI - Religion,RELI 2012H, 3 hours.,Asian Religions in America (Honors),"Examination of the diverse religious affiliations and identities of Asian Americans in North America. An interdisciplinary analysis of religious traditions, migration/diaspora experience, and contemporary issues, while grounding this knowledge in the Asian American cultures and socio-historical contexts that have influenced both continuity and change."
RELI - Religion,RELI 2013, 3 hours.,Law and Religion,Examines the relationship between law and religion from the origins of law and ethics in religion in ancient times to views of religion in different cultures. Particular focus will be placed on the interaction of law and religion in the United States.
RELI - Religion,RELI 2013H, 3 hours.,Law and Religion (Honors),Examines the relationship between law and religion from the origins of law and ethics in religion in ancient times to views of religion in different cultures. Particular focus will be placed on the interaction of law and religion in the United States.
RELI - Religion,RELI 2014, 3 hours.,Introduction to Genealogical and Genetic Genealogical Research of American Ethno-Religious Community,"An introduction to researching the genealogical history of prominent Jewish, Christian, Muslim, Hindu, and Buddhist men and women among the African American, Latino, Asian American, Arab American, Native American, and Caucasian American ethno-religious communities. Students will also research their own families’ genealogy and its religious aspects, aided by genetic genealogy."
RELI - Religion,AFST(ANTH)(CMLT)(GEOG)(SOCI)(RELI) 2100, 3 hours.,Introduction to Africa,"The history, physical environment (landforms, vegetation, and climate), and sociocultural environment (artistic, political, and social development) of Africa."
RELI - Religion,RELI(AFAM) 3000, 3 hours.,The Bible in the Third World,"Interpretations of the Bible in Africa, Asia, Central and South America and the influence upon minority communities in the United States."
RELI - Religion,AFST(RELI) 3003, 3 hours.,"Christianity, Mission, and International Development in Africa","Examines how the different actors engaged with Christianity, mission, and international development in Africa have understood Christianity in different ways, leading to a range of intended and unintended effects from the colonial period until today."
RELI - Religion,RELI(AFST) 3004, 3 hours.,Global Christianity,An exploration of different expressions of Christianity around the world.
RELI - Religion,RELI 3010, 1 hour.,Family Dynamics in Morocco,"Living with and understanding a Moroccan family, its nurturing of its members, its roles, interrelationships, economic resources, stressors, family customs, the impact of Islam, the emotions of the family and the student participant observer, and comparison with American family life."
RELI - Religion,RELI 3030, 3 hours.,Religion and the Media,Religion in the mass media. Topics may include the coverage of religious issues or events by the news media and the presentation of religious themes or concepts in the entertainment media.
RELI - Religion,RELI(HIST) 3150, 3 hours.,Religion in the United States,The significant developments in American religious history and thought from Puritanism to the present with attention to the social and cultural contexts in which various religious movements arose.
RELI - Religion,RELI(HIST) 3150E, 3 hours.,Religion in the United States,The significant developments in American religious history and thought from Puritanism to the present with attention to the social and cultural contexts in which various religious movements arose.
RELI - Religion,RELI(AFST) 3202, 3 hours.,African Concept of God and Humanity,"African concepts of God in names, attributes, status, monotheism, human origin, function of soul, human destiny, rites of passage, and predestination."
RELI - Religion,AFST(RELI) 3203, 3 hours.,African Mythology,"Examination and analysis of African myths, legends, fables, etc. The significance and functionalism of these and comparison to those in other world religions."
RELI - Religion,RELI 3300, 3 hours.,Introduction to East Asian Religions,"The history, beliefs, and practices of major traditions of China and Japan, particularly Confucianism, Taoism, and Buddhism. Special attention will be paid to the evolution of diverse forms within each tradition, and to the interactions of the different traditions."
RELI - Religion,HIST(RELI) 3333, 3 hours.,Christianity and Society from Constantine to Luther,"A history of how the forms, definitions, and goals of Christianity changed in late antique and medieval societies across Europe and the Mediterranean. Examines how the religion responded to and affected the way these societies understood their government, their wealth, their responsibilities, the cosmos, and themselves."
RELI - Religion,RELI(ANTH)(NAMS) 3901, 3 hours.,Methods in the Study of Native American Culture,"Examination of the various methods used to study Native American cultures and religious traditions, including history, anthropology, literature, and history of religions."
RELI - Religion,RELI 4001/6001, 3 hours.,Old Testament/Hebrew Bible Literature,"The nature, content, and problems of the Old Testament/Hebrew Bible, with attention given to historical data, literary forms, and ancient Near Eastern cultural backgrounds."
RELI - Religion,RELI 4002/6002, 3 hours.,Prophetic Literature of the Old Testament/Hebrew Bible,The origin and development of the phenomenon of prophecy as it existed throughout the history of ancient Israel.
RELI - Religion,RELI 4003/6003, 3 hours.,Ancient Israelite Religion,"Origins of the religion of ancient Israel, its emergence from and continuities with ancient West Semitic religion and culture. Historical and comparative methods, emphasizing current knowledge of Near Eastern history and religions contemporary with ancient Israel."
RELI - Religion,RELI 4004/6004, 3 hours.,Old Testament/Hebrew Bible: The Writings,"Course covers the biblical books that are not covered in Old Testament/Hebrew Bible Literature (the narrative books) and Prophetic Literature of the Old Testament/Hebrew Bible (the prophets). Included are poetry (Psalms), wisdom (Job, Proverbs, Ecclesiastes), and the Five Scrolls (Song of Songs, Ruth, Lamentations, Ecclesiastes, and Esther)."
RELI - Religion,RELI 4005/6005, 3 hours. Repeatable for maximum 9 hours credit.,Topics in Hebrew Bible,"Study of a particular book, theme, or period in the Hebrew Bible (Tanak, Old Testament), focusing on both the Bible in its context in the ancient Near East and its influence in later literature and history. Study of the Biblical text through archaeological, theological, literary, and historical perspectives."
RELI - Religion,RELI 4006/6006, 3 hours.,Women and the Old Testament/Hebrew Bible,"Portrayals and views of women, and women's views, in the Hebrew Bible and related literature. The selection of texts will highlight a particular set of themes each semester."
RELI - Religion,RELI 4010, 3 hours.,Modern Hebrew Literature,"Major works, literary movements, and cultural background of the modern and contemporary periods examined within their specific historical contexts. Texts will include examples of poetry, prose, and drama. Given in Hebrew."
RELI - Religion,RELI 4020/6020, 3 hours.,Women in the Old Testament/Hebrew Bible,"A selection of Iconic female agents mainly in the Old Testament/Hebrew Bible, their characterization, their social worlds, and the use to which the writers put these, in the context of ancient literature."
RELI - Religion,RELI 4040/6040, 3 hours.,Apocalyptic Literature,"Apocalyptic literature from its origins in the sixth and fifth centuries BCE down to its flourishing in Hellenistic and Roman times. Texts to be studied include Isaiah 24-27, 40-66, Zechariah 9-14, Joel, Malachi, Daniel, I Enoch, IV Ezra, Baruch, Qumran material, Mark 13 and the Book of Revelation. Questions bearing on contemporary theological significance will also be discussed."
RELI - Religion,RELI 4070/6070, 3 hours.,Judaism,"The interaction of Jewish history and Western civilization, with emphasis upon the development of Jewish religion in the biblical, rabbinic, and modern periods."
RELI - Religion,RELI 4071/6071, 3 hours.,The Holocaust,"The background and legacy of the destruction of European Jewry from 1933 to 1945. Topics include: the historical context, Holocaust art, literature, and film, the reactions of rescuers and bystanders, and theological issues raised by the Holocaust."
RELI - Religion,RELI 4071H, 3 hours.,The Holocaust (Honors),"The background and legacy of the destruction of European Jewry from 1933 to 1945. Topics include: the historical context; Holocaust art, literature, and film; the reactions of rescuers and bystanders; and theological issues raised by the Holocaust."
RELI - Religion,RELI 4072/6072, 3 hours.,American Judaism,"An examination of what it means, and has meant, to be a Jew in the United States, with emphasis upon the historical experience and religious expressions of American Jews."
RELI - Religion,RELI 4073/6073, 3 hours.,Law and Religion in Israel,"This course treats issues in which law and religion meet, overlap, and conflict within Israel. Topics include medical issues (end-of-life, abortion, surrogacy), religious control disputes, the restriction of non-Orthodox movements, and the Israeli-Palestinian conflict. Readings include primary sources; texts of actual legal cases."
RELI - Religion,RELI 4074/6074, 3 hours.,Law and Lawcodes in the Ancient Mediterranean World,"Explores the promulgation of laws from Sumer and Babylon to Greek and Biblical materials ending ca. 500 BCE. Exposes conceptions of law and the state as these mutate with social and political conditions, and the administration of the law as reflected in procedural records. Issues include the legal status of persons, citizenship and marriage, and economic regulation."
RELI - Religion,RELI 4075/6075, 3 hours. Repeatable for maximum 6 hours credit.,The Jewish Experience,"Examines Judaism and Jews with reference to internal and external relationships in particular historical and contemporary contexts. Topics may include religion, theology, community, interfaith relations, literature, social location, and even internal Jewish heterodoxy from the birth of Judaism to the present."
RELI - Religion,RELI 4080/6080, 3 hours.,New Testament Literature,"The nature, content, and problems of New Testament literature, with particular attention given to its canonization and textual transmission."
RELI - Religion,RELI 4081/6081, 3 hours.,Jesus,"Although primarily a study of what Jesus taught, attention is given to the literary and environmental background of his teaching, the historical life of the teacher, and the contemporary validity of what he taught."
RELI - Religion,RELI 4082/6082, 3 hours.,Life and Letters of Paul,"An historical-exegetical study of the life and letters of Paul, the relation between Acts and the Pauline epistles, early non-Pauline Gentile Christianity, Pauline theology, and its lasting impression on Christianity."
RELI - Religion,RELI 4083/6083, 3 hours.,The New Testament World,"The political, social and religious influences on the New Testament writings. Special attention is given to intertestamental Judaism and Hellenistic and Roman religion as background to New Testament Christianity."
RELI - Religion,RELI 4084/6084, 3 hours.,Gospels,"A study of the four New Testament gospels (Matthew, Mark, Luke, and John). An examination of the genre of these writings, their historical contexts, theories about their formation, their primary themes, methods used for interpreting them, and signficant scholarly interpretations of these books."
RELI - Religion,RELI 4085/6085, 3 hours.,The Gospel According to John,"Examines some critical issues and key themes associated with the Gospel of John, includes an extensive examination of the full text of the gospel with reference to several commentaries, and devotes some attention to the epistles of John."
RELI - Religion,RELI 4088/6088, 3 hours. Repeatable for maximum 9 hours credit.,Topics in New Testament Studies and Early Christianity,"Study of a particular book, theme, period, or method in the field of New Testament Studies/Early Christianity."
RELI - Religion,RELI(GREK) 4089/6089, 3 hours. Repeatable for maximum 9 hours credit.,Biblical Greek,"Students will read through selections from the Greek New Testament or Septuagint in Greek. While attention will be given to issues of interpretation, the course will focus on Greek translation, grammar, and syntax."
RELI - Religion,RELI 4090/6090, 3 hours.,Trinity: The Christian Doctrine of God,The doctrine of the Trinity is one of the most unique and fundamental aspects of Christian theology. This course provides a survey of trinitarian discourse from its ancient roots and medieval developments through its 20th-century revival and contemporary formulations and practical implications.
RELI - Religion,RELI 4095/6095, 3 hours.,Christianity and Sustainability,"In an era marked by profound and often deepening environmental, social, and economic crises, we are challenged to seek sustainable solutions to these issues. This course surveys, analyzes, evaluates, and applies ways in which various Christian thinkers and communities define these local and global crises and seek sustainable solutions."
RELI - Religion,RELI 4100/6100, 3 hours.,Reformation Theology,A survey of the leading theologians of the Protestant and Catholic Reformations of the sixteenth century.
RELI - Religion,RELI 4101/6101, 3 hours.,History of Christian Theology (Ancient-Medieval),The development of Christian thought from the first through the fourteenth century as expressed in the writings and practices of the Christian community and its leading thinkers.
RELI - Religion,RELI 4102/6102, 3 hours.,History of Christian Theology (Modern-Contemporary),The development of Christian thought from the fifteenth century to the present as expressed in the writings and practices of the Christian community and its leading thinkers.
RELI - Religion,RELI 4103/6103, 3 hours.,Perspectives in Catholic Theology,"An examination of major themes in Roman Catholic theology, with emphases on the United States and how Catholic theology differs from Protestant theology."
RELI - Religion,RELI 4104/6104, 3 hours.,Sex and Marriage in Christian Theology,An exploration of the theology of sex and marriage in Christianity from the patristic period to the contemporary church.
RELI - Religion,RELI 4105/6105, 3 hours.,Women in Christian History,"The relationship between women and Christianity, particularly concerning matters involving gender equality in church and society."
RELI - Religion,RELI 4106/6106, 3 hours.,Women in Early Christian Literature,An exploration of biblical and other literature in the first five hundred years of Christianity focused on examining women's participation and leadership.
RELI - Religion,RELI 4107/6107, 3 hours.,American Religious History,"Major and innovative religious organizations, ideas, movements, and personalities as they express themselves in particular religious settings as well as the manner in which they have influenced other aspects of American culture."
RELI - Religion,RELI 4108/6108, 3 hours.,Christian Feminist Theology,"An introduction to some of the major issues in Christian feminist theology, including both critical and constructive feminist approaches to the doctrine of God, Christology, and theological anthropology."
RELI - Religion,RELI 4109/6109, 3 hours.,"Christian Anthropology: Past, Present, Future","Examination of the meaning of being ""human"" in the past, present, and future. Emphasizing contemporary scientific, philosophical, and theological sources, the course is framed around the question of how Christian thinkers today understand Homo sapiens as a species that has evolved to bear the image of their creator God."
RELI - Religion,RELI(ANTH) 4110/6110, 3 hours.,Anthropology and American Religion,"An examination of American religious beliefs, practices, and organizations from an anthropological perspective."
RELI - Religion,RELI(ANTH) 4111/6111, 3 hours.,Theologically Engaged Anthropology,"Focuses on the theological history of anthropology, illuminates deeply held theological assumptions that humans make about the nature of reality, and illustrates how these theological assumptions manifest themselves in society."
RELI - Religion,RELI 4120/6120, 3 hours.,Figures in American Catholicism,"A biographical survey of significant Catholic figures in the Americas whose faith, thought, and actions continue to shape our cultural landscape in the realms of cinema and television, politics, economics, morality, and religion. A multi-media approach showcases figures from Martin Sheen to Flannery O'Connor to Pope Francis."
RELI - Religion,RELI(AFAM) 4201/6201, 3 hours.,African American Religious History,"The religious traditions of African Americans from Colonial times to the present; major religious movements, personalities, and ideas and their relationship to various aspects of American culture."
RELI - Religion,RELI(AFAM) 4202/6202, 3 hours.,Southern Religious History,"The origins, growth, and current practices of religion in the American South. The interaction between religion and other aspects of Southern culture, such as racial and gender concerns, education, Darwinian science, temperance, and politics."
RELI - Religion,RELI(AFAM) 4203/6203, 3 hours.,The Bible in the Black Church,Biblical interpretation in black America from 1865 to the present.
RELI - Religion,RELI 4204/6204, 3 hours.,"Martin Luther King, Jr. and Religion","Examines the relationship between the Civil Rights Movement and religion through the words and activities of Martin Luther King, Jr. during the 1950s and 1960s and poses questions regarding the continuing impact of religion on the quest for racial freedom and vice versa."
RELI - Religion,HIST(RELI) 4214/6214, 3 hours.,Introduction to the Religions of the Caribbean,"An examination of the history of selected Caribbean religions from the European conquest to the twentieth century. Haitian Vodou, Cuban Santería, Jamaican Rastafarianism, and Spiritism will receive special attention. An exploration of the cultural processes (creolization, syncretism, etc.) that brought these traditions into existence and account for their social and political impact."
RELI - Religion,RELI 4300/6300, 3 hours.,Islam and Its World,"Islam as a religious and sociocultural phenomenon. The fundamental principles of the Islamic faith, Qu'ran, the Sunna of Muhammad, Islamic sectarianism, Islamic law, theology, and mysticism, and themes in Islamic art. The course will also survey Islam in its various forms throughout the world."
RELI - Religion,RELI 4301/6301, 3 hours.,Islamic Thought in the Caliphal Age,"Islamic scholarship from the eighth through the fourteenth centuries. Principal topics covered will include the Qur'an and Qur'anic exegesis, the Hadith tradition, Islamic law, theology, philosophy, and Sufi mysticism."
RELI - Religion,RELI 4302/6302, 3 hours.,Islam and the Modern World,"Islamic modernism and revivalism as a response to Western cultural penetration since the eighteenth century. Subjects covered will include Sufi reformism, Wahhabism, the Salafiyya movement, Islamic ""Fundamentalism,"" the Iranian Revolution, women's rights, and Western perceptions of Islam."
RELI - Religion,RELI 4303/6303, 3 hours.,The Sufi Way,"Islamic mysticism, both as a set of metaphysical doctrines and as it is expressed in religious practices. Particular attention will be given to the doctrinal development of Sufism, its literature, major figures, and the process of consciousness transformation."
RELI - Religion,RELI 4304/6304, 3 hours.,"The Koran, Sacred Text of Islam","Historical, thematic study of the Islamic sacred text, the Koran, including textual history, its compilation, and the stages that led to its printed form. There will also be an introduction to basic technical terms of the Koranic sciences, Koranic hermeneutics, and Arabic script and phonology."
RELI - Religion,RELI 4305/6305, 3 hours.,"Mohammad, Life and Teachings from Earliest Sources","Historical, thematic, detailed study of the life of Mohammad, the prophet of Islam, from earliest sources. An examination of biographical (sirah) material, the Transmitted Traditions (hadith), and debates about the Traditions. The introduction to Arabic script and phonology will permit students to read a few of Mohammad's short sayings."
RELI - Religion,RELI(CMLT) 4307/6307, 3 hours.,Comparative Islamic Literature,"The major genres of Islamic literature and its principle concepts, covering Qur'anic, hadith, legal and political literature, philosophy, theology, historiography, hagiography, and poetry, emphasizing the Medieval period and mystical prose and poetry primarily in Arabic, Persian, and Turkish. The works will be in English translation. A writing intensive course."
RELI - Religion,RELI(ARAB) 4308/6308, 3 hours.,Islamic Calligraphic Art and the Vision of Islam,"In an era when dehumanization is widespread, the beauty of Islamic calligraphy is a refreshing body of content that can be approached from a rehumanizing scholarly perspective. This course surveys various Arabic calligraphic scripts and genres and analyzes the viewpoints expressed in Islamic calligraphic compositions."
RELI - Religion,RELI 4310/6310, 4 hours.,Islam and Islamic Culture in Morocco,"An examination of Islam and Islamic culture in Morocco. The course covers basic Islamic beliefs and practices and the most significant aspects of Islamic culture in Morocco, such as music, art, and architecture."
RELI - Religion,RELI 4311, 1 hour. Repeatable for maximum 3 hours credit.,Intercultural Dialogue Abroad,"Examines facilitation of and active participation in intercultural dialogue during supervised discussions with students whose culture is non-American. Emphasis on using the principles of active listening and dialogue for cultivating hermeneutical understanding (of both self and others), while discussing topics of intercultural and interreligious interest."
RELI - Religion,RELI 4400/6400, 3 hours.,The History of Religions,The nature of early primitive religions and the main outlines of the chief living religions of the world. The method will be both historical and analytical.
RELI - Religion,RELI 4401/6401, 3 hours.,The Buddhist Tradition,"Buddhism from its origin in the life and teachings of the Buddha through the period of philosophical ferment in India, and its thought and institutions in the East and the West up to the present."
RELI - Religion,RELI 4402/6402, 3 hours.,Confucianism and Chinese Tradition,"Confucianism and its place in traditional Chinese religion, thought, and culture. Emphasis on the teachings of foundational thinkers such as Confucius, Mencius, and Hsun-tzu."
RELI - Religion,RELI 4403/6403, 3 hours.,The Taoist Tradition,"Taoism and its place in traditional Chinese religion, thought, and culture. Emphasis on the classical texts, Lao-tzu and Chuang-tzu; the evolution of the later Taoist religion; and the many varieties of Taoist spirituality."
RELI - Religion,RELI 4404/6404, 3 hours.,Japanese Religion,"Religion in Japan from earliest times to the present, with emphasis upon Shinto, the domestication of Buddhism, and the relationship of religion to the Japanese state and ""national identity."" Particular attention given to the development of Zen in Japan."
RELI - Religion,RELI 4405/6405, 3 hours.,Buddhist Ritual Practices,The variety of ritual practices employed by Buddhists around the world. An examination of both ritual studies generally and Buddhist rituals in specific.
RELI - Religion,RELI 4406/6406, 3 hours.,The Hindu Tradition,"An in-depth study of Hinduism. The philosophy, ritual, iconography, literature, architecture, and social theory of Hinduism, a form of religion and culture that have dramatically shaped the history of South Asia and beyond."
RELI - Religion,RELI 4407/6407, 3 hours.,East Asian Buddhism,"This course focuses on the varieties of Buddhism located throughout East Asia. It highlights themes related to the introduction, adaptation, and maturation of Buddhism in China before continuing on developments for Buddhism in Korea and Japan."
RELI - Religion,RELI 4410/6410, 3 hours.,"Gandhi and Nonviolence: History, Theory, and Practice","Focus is on Gandhi's life, work, and teachings examining his historical context; central religious and ethical ideas; campaigns toward nonviolent social transformation and Indian independence; his roles as religious thinker, social reformer, and political strategist; the cross-cultural reach of his work and the continued relevance of his legacy."
RELI - Religion,RELI(PHIL) 4500/6500, 3 hours.,Philosophy of Religion,"The meaning, nature, and validity of religious discourse, beliefs, and practices, involving theories concerning the existence and nature of God and humanity's relation to God."
RELI - Religion,RELI 4510/6510, 3 hours.,Indian Religions,"The basic contours of thought and practice of selected Indian religions, including the Vedas, Upanishads, Hinduism, Buddhism, Jainism, Sufism, Sikhism, and the epic and poetic traditions."
RELI - Religion,RELI 4520/6520, 3 hours.,Constructive Theology,"The aims, methods, and content of theology as related to the theistic religions of humanity."
RELI - Religion,RELI 4530/6530, 3 hours.,Theology and Culture,"The relation of theology to philosophy, science, technology, and the arts, with special attention to the theological attempts to deal with the impact of science and technology upon culture and civilization."
RELI - Religion,RELI(WMST) 4550/6550, 3 hours.,Women in World Religions,What do religions say about women? What do women say about religions? This class will examine women’s lives in a variety of religious traditions around the world.
RELI - Religion,RELI 4600/6600, 3 hours. Repeatable for maximum 6 hours credit.,Religion and Literature,"An examination of religious themes in literature, focusing on religion generally, not a particular religion. The Enlightenment challenge to religion and literature's dealings with that challenge; identity in modern and postmodern fiction and world, community and modernity; and orthodox and unorthodox religious understandings in modern fiction."
RELI - Religion,RELI 4602/6602, 3 hours.,Readings in Popular Theology,A survey of popular Christian readings highlighting contemporary Christian theological debates and their relationships to historical Christian doctrine.
RELI - Religion,RELI 4610/6610, 3 hours. Repeatable for maximum 6 hours credit.,The Origins of Monotheism and Science,"An exploration of various topics linking the languages of science and religion in the ancient world. For example, the relationships among Babylonian astrology and omenology, and Biblical and Greek thought, in the 8th-6th centuries BCE (the ""Axial Age""), focusing on cosmology. Socially contextualized, this is a source of monotheism and philosophy."
RELI - Religion,RELI 4611/6611, 3 hours. Repeatable for maximum 6 hours credit.,Canon and its Social Envronment,"The social, cultural, and economic influences on canon formation and on canon reformation in various cultures. The valences of canon in such environments and its impact on society."
RELI - Religion,RELI 4615/6615, 3 hours.,Sanskrit for Religious Studies I,"The study of classical Sanskrit through an emphasis on reading texts. As such, it is an examination of both the religious language and literature of India."
RELI - Religion,RELI 4616/6616, 3 hours.,Sanskrit for Religious Studies II,A continuation of Sanskrit for Religious Studies I. It further examines the elements of classical Sanskrit through an emphasis on reading texts and continues treatment of both the religious language and literature of India.
