"subject","level","description","course_code","course_name","credits"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023A discussion of major infectious diseases with emphasis on disease surveillance, investigative procedures, and prevention programs. Emphasis is on current problems in health agencies at a state, national, and international level.","PB HLTH 253B","Epidemiology and Control of Infectious Diseases","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025The purpose of this course is to provide students with an overview of outbreak investigations in public health. This course will teach students why and how clusters of illnesses/epidemics are investigated. Methods and approaches required for such investigations will be discussed in detail, using published and unpublished material from the scientific literature.","PB HLTH 253W","Outbreak Investigations","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023Epidemiological methods for designing, conducting, and interpreting epidemiological studies of persons occupationally or environmentally exposed to chemical and physical agents.","PB HLTH 254","Occupational and Environmental Epidemiology","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This is a breadth course intended to provide an overview of the field of social edpidemiology and its role in understanding the social determinants of population health and health disparities. Given the breadth of social epidemiology, 255A provides a systematic and selective overview of literature covering the history and development of the field, theoretical perspectives and conceptual approaches, major topical areas and current controversies","PB HLTH 255A","Social Epidemiology","4 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2021, Spring 2019This doctoral seminar is designed to provide an understanding of the complex (and often interactive) individual and environmental conditions that increase the risk of psychopathology in individuals across the life span. We will start by learning about general concepts important to an understanding of psychopathology and prevention of psychopathology, including the ""biopsychosocial model,"" ""psychological resilence,"" and","PB HLTH 255C","Mental Health and Psychopathology","3 Units"
"Public Health","Graduate","Terms offered: Fall 2022, Spring 2022, Spring 2020This course is designed to review, evaluate, and apply methods currently used in the field of social epidemiology. The course aims to teach approaches to forming clear research questions, and selecting the best method(s) to answer the questions posed. Initially we will discuss approaches to defining clear and specific research questions. We will then discuss recent controversies around the meaning of questions posed in social epidemiology,","PB HLTH 255D","Methods in Social Epidemiology","2 Units"
"Public Health","Graduate","Terms offered: Spring 2019, Spring 2018, Spring 2016This course will cover basic principles of human/population genetics and molecular biology relevant to understanding approaches to molecular and genetic epidemiology: approaches to genome-wide association studies; application of biomarkers to define exposures; recent developments in genomics, epigenomics and other -omics, including next generation sequencing technology and genomics in personalized medicine and health. Hands-on computer and","PB HLTH 256","Human Genome, Environment and Public Health","4 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Fall 2024, Spring 2024, Spring 2023This introductory course will cover basic principles of human/population genetics and molecular biology relevant to molecular and genetic epidemiology. The latest methods for genome-wide association studies and other approaches to identify genetic variants and environmental risk factors important to disease and health will be presented. The application of biomarkers to define exposures and outcomes will be explored. Recent developments","PB HLTH C256","Human Genome, Environment and Public Health","4 Units"
"Public Health","Graduate","Terms offered: Spring 2017This introductory course will cover basic principles of human/population genetics and molecular biologyrelevant to understanding how data from the human genome are being used to study disease and otherhealth outcomes. The latest designs and methods for genome-wide association studies and otherapproaches to identify genetic variants, environmental risk factors and the combined effects of gene andenvironment important to disease and health will","PB HLTH C256A","Human Genome, Environment and Human Health","3 Units"
"Public Health","Graduate","Terms offered: Prior to 2007This introductory course will provide hands-on experience with modern wet laboratory techniques and computer analysis tools for studies in molecular and genetic epidemiology and other areas of genomics in human health. Students will also participate in critical review of journal articles. Students are expected to understand basic principles of human/population genetics and molecular biology, latest designs and methods for genome-wide association studies and other","PB HLTH C256B","Genetic Analysis Method","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Fall 2024, Fall 2023This course will teach students why and how clusters of illnesses/epidemics are investigated. Methods and approaches required for such investigations will be discussed in detail, using published articles from the scientific literature to provide examples.","PB HLTH 257","Outbreak Investigation","2 Units"
"Public Health","Graduate","Terms offered: Fall 2025This one semester course is an intensive introduction to public health emergency preparedness and response, and covers the following topic areas: the role of public health in disasters; natural disasters and severe weather; intentional mass threats (CBRNE); biosurveillance: detecting and monitoring public health threat; post-disaster sampling, surveys, and rapid needs assessments; public health emergency incident management systems; emergency operations planning and","PB HLTH 257W","Public Health Preparedness and Emergency Response","3 Units"
"Public Health","Graduate","Terms offered: Spring 2024, Spring 2023, Spring 2022For students with a basic understanding of epidemiology, biostatistics, and tumor biology. An introduction to the epidemiology of some major site-specific cancers, considering epidemiological approaches to the study of their causation, and implementation will be discussed.","PB HLTH 258","Cancer Epidemiology","3 Units"
"Public Health","Graduate","Terms offered: Not yet offeredThis course is designed to serve the emerging field of global disaster management. Topics include the analysis of past mega-disasters; global disaster trends; hazard identification, profiling, and analysis; concepts of risk and vulnerability and risk evaluation; structural and non-structural mitigation; multi-level disaster preparedness; pre-, peri-, and post-disaster response, including the provision of water, food, and shelter, and the management of volunteers;","PB HLTH 258W","Global Health Disaster Preparedness and Response","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course presents general principles of microbial interactions with humans that result in infection and disease. Common themes are developed using examples of viral, bacterial, and parasitological pathogens that exemplify mechanisms of infectious disease. The epidemiology, pathogenesis, host immune response, diagnosis, treatment, and control will be presented for each infectious disease discussed.","PB HLTH 260A","Principles of Infectious Diseases","4 Units"
"Public Health","Graduate","Terms offered: Spring 2021, Fall 2020, Spring 2020This course presents general principles of microbial interactions with humans that result in infection and disease. Common themes are developed using examples of viral, bacterial, and parasitological pathogens that exemplify mechanisms of infectious disease. The epidemiology, pathogenesis, host immune response, diagnosis, treatment, and control will be presented for each infectious disease discussed.","PB HLTH 260B","Principles of Infectious Diseases","4 Units"
"Public Health","Graduate","Terms offered: Fall 2022, Fall 2020, Fall 2018The course will cover general principles and practical approaches in the use of molecular laboratory techniques to address infectious disease epidemiologic problems. It is designed for students with experience in the laboratory or in epidemiology, but not both. The principles to be discussed will include the use of molecular techniques in outbreak investigations, characterizations of dynamics of disease transmission, identifying vehicles, and quantifying","PB HLTH 260E","Molecular Epidemiology of Infectious Diseases","2 - 3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2023, Fall 2021The objective of this course is to provide M.P.H. and Ph.D. students with an appreciation and understanding of the complex issues involved in conducting scientific, laboratory-based investigation in developing countries. We will discuss the many obstacles to establishing and sustaining research projects, such as poor infrastructure, insufficient financial and material resources, and lack of scientific information and interaction. More importantly","PB HLTH 260F","Infectious Disease Research in Developing Countries","2 Units"
"Public Health","Graduate","Terms offered: Fall 2025The purpose of this course is to provide students with knowledge and approach to understand key principles that apply to infectious diseases recognized to be of major public health importance in the USA and globally. The students will learn about the important infectious disease issues and obstacles that arise at the population level, and how to address them through science, public health practices, and policy.","PB HLTH 260W","Infectious Diseases","3 Units"
"Public Health","Graduate","Terms offered: Spring 2024, Spring 2023, Spring 2022This course for graduate students will explore the molecular and cellular basis of bacterial pathogenesis. The emphasis will be on model bacterial pathogens of mammals. The course also will include some aspects of bacterial genetics and physiology, immune response to infection, and the cell biology of host-parasite interactions. Taught concurrently with. Students enrolled in 262 also will be required to attend a weekly discussion of the primary","PB HLTH 262","Molecular and Cellular Basis of Bacterial Pathogenesis","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course will be the principal immunology course for students in the field of public health. It is designed to teach both the basic biology of the human immune system and its response in health and disease, especially the specific response of the human immune system to major human pathogens. Four areas will be explored: 1) components of the immune system (spectrum of cell types and cell products); 2) different arms of the immune system including","PB HLTH 263","Public Health Immunology","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Examination of scientific, social, and policy dimensions of issues involving infectious diseases. Students select one topic for in-depth analysis and present findings in a public debate. Topics vary from year to year.","PB HLTH 264","Capstone Seminar in Infectious Diseases and Vaccinology","2 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2023, Fall 2021Advanced course in the molecular aspects of parasite immunology, molecular biology, genetics, biochemistry, and genomics. For each parasite, the following areas will be covered: biology; disease spectrum; epidemiology; pathogenesis, immunology; and vaccine development. The lectures will focus on ""state-of-the-art"" research in relation to molecular mechanisms of pathogenesis, parasite adaptations for survival within the host, and strategies","PB HLTH 265","Molecular Parasitology","3 Units"
"Public Health","Graduate","Terms offered: Spring 2019, Fall 2016, Fall 2015This course will cover public health, microbiological, social, and economical issues related to foodborne diseases. Three areas will be explored: 1) categories, clinical manifestations, and disease processes of foodborne illnesses; 2) etiological agents causing foodborne illnesses; 3) investigation and prevention of foodborne illness. The course will discuss different types of foodborne diseases, clinical manifestations, and the interactions","PB HLTH 266A","Foodborne diseases","2 Units"
"Public Health","Graduate","Terms offered: Fall 2021, Spring 2021, Fall 2020This is a graduate (Ph.D. and MPH) level course designed to describe the major zoonoses and their life cycle, disease manifestations, epidemiology, and methods for prevention and control. Available treatments, diagnostics, and public health and agriculture surveillance and “forecasting” programs will also be discussed. The most recent research on the molecular and cellular basis of the mechanisms and consequences of the “species” jump from other","PB HLTH 266B","Zoonotic Diseases","2 Units"
"Public Health","Graduate","Terms offered: Fall 2024, Fall 2023, Fall 2022This course will examine the principles underlying the control of infections in healthcare facilities (the emphasis will be on hospitals), the causes of these infections, current important topics in this field, and future trends. Students will develop an understanding of the national and local programs involved in healthcare-associated infections (HAI’s), the major causes of HAI's antimicrobial stewardship, specific agents and procedures causing","PB HLTH 266C","Healthcare-Associated Infections","2 Units"
"Public Health","Graduate","Terms offered: Spring 2023Homelessness is an epidemic in the United States affecting more than 500,000 people each day. It impacts people of all races, age, and family situations, and it has enormous consequences for physical and mental health. There is no single cause, and no single solution. The focus of this course is the relationship between homelessness and health. We will discuss the range of causes for homelessness and how each of these is correlated to individual health, public health","PB HLTH 266D","Homelessness and the Public's Health","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025Diagnostics are indispensable for clinical management and accurate diagnostic tests are the cornerstone of global health programs, but they need to be reviewed and cleared by regulatory authorities before they can be used. Class reviews domestic and global regulatory oversight and explores how tests are marketed around the world. Students will learn about the challenges to innovation generalizability, steps in design and development, technical requirements and clinical","PB HLTH 266E","Diagnostics in Infectious Diseases: Development, Regulatory and Implementation Challenges","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2023, Spring 2021Principles underlying the use of air monitoring methods in industry and the environment. Topics include behavior of gases, vapors, and aerosols; mechanisms of absorption and elimination of inhaled toxicants; methods for measuring of airborne chemicals and particles.","PB HLTH 267B","Characterization of Airborne Contaminants","4 Units"
"Public Health","Graduate","Terms offered: Not yet offeredThis course will familiarize students with the principles, methods, and techniques necessary to apply Geographic Information Systems (GIS) in diverse public health practice settings. Case studies will be presented to introduce the application of GIS technologies for rendering disease surveillance maps, developing effective spatial data visualization, creating compelling and credible spatial risk maps, and acquiring and processing positioning information for health","PB HLTH 267W","Applied GIS for Public Health Practice","3 Units"
"Public Health","Graduate","Terms offered: Not yet offeredThis course is designed for students who may be interested in working in countries where contaminated water, inadequate sanitation and poor hygiene (WaSH) are the cause of serious health problems. In this course, important concepts in WaSH will be covered so that students can understand what is needed to develop, implement, monitor and evaluate a WaSH program. It emphasizes concepts that are needed to develop effective, appropriate, accessible and affordable WaSH","PB HLTH 268W","Water, Sanitation and Hygiene (WaSH) for Health and Development","3 Units"
"Public Health","Graduate","Terms offered: Not yet offeredStudents will identify the components of occupational tasks that contribute to musculoskeletal injury, quantify the risks using the most relevant ergonomic assessment tools, and integrate that information into conclusions regarding the acceptability of the risk. This course will challenge students to assess many practical examples from a wide variety of workplace sectors, including manufacturing, health care, agriculture and others, and interpret data from sources","PB HLTH 269AW","Introduction to Physical Ergonomics","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023Overview of ergonomics and occupational biomechanics. Course covers pathophysiology and risk factors of upper extremity and back musculoskeletal disorders, biomechanics of spine and upper extremity loading at work, measurement of force and posture, models for risk assessment, anthropometry applied to task and workstation design, tool design, and structure of successful ergonomics programs. Students will conduct a detailed job analysis and","PB HLTH 269C","Occupational Biomechanics","4 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Readings and lectures in occupational biomechanics. Topics to be covered are muscle, tendon, and joint biomechanics, material handling models, mechanisms of injury, hand tool design, and instrumentation issues. Students will prepare critical reviews of recent publications and design an engineering intervention to reduce work-related risk factors.","PB HLTH 269D","Ergonomics Seminar","2 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2022Topics in environmental medicine will provide students with an overview of the health impacts, disease mechanisms, and public health controversies related to selected environmental exposures. The course will cover established environmental diseases as well as impacts of some emerging exposures of concern. The focus will primarily be on pathophysiology, issues related to exposure pathways, and the susceptibilities of specific human populations.","PB HLTH 269E","Current Topics in Environmental Medicine","2 - 3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This survey course covers the breadth of hazards to chemical, biological, and physical agents of concern to environmental health professionals. Lectures are presented by experts on particular topics that emphasize the activities involved in professional practice. Students will also meet twice monthly with the instructor to discuss advanced readings and assignments related to the lecture topics. Students will conduct a project on a topic of current","PB HLTH 270","Introduction to Environmental Health Sciences","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Direct and indirect methods and procedures for the estimation and control of human exposure to chemical, physical, and biological agents of concern to health in the community and in occupational settings. Includes review of measurement technologies, exposure assessment strategies, and multipathway analyses used by regulatory agencies. Also covers exposure control options and strategies, including administrative procedures, personal protective equipment","PB HLTH 270A","Exposure Assessment and Control","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Spring 2024Introduction to toxicology covering basic principles, dose-response, toxicity testing, chemical metabolism, mechanisms of toxicity, carcinogenesis, interpretation of toxicological data for risk assessment, and target organ toxicity.","PB HLTH 270B","Toxicology I","3 Units"
"Public Health","Graduate","Terms offered: Spring 2019, Spring 2017, Spring 2016This course will focus on cutting-edge issues involving real-world toxicology in drug discovery, pesticide regulation, stem cell research, etc. Many well-known toxicologists, regulators, and consultants from pharmaceutical companies, petroleum industry, private consulting firms, non-profit institutes, federal and state regulatory agencies in the Bay Area will be invited to talk to our participating students. Some of the speakers are our school's","PB HLTH 270C","Practical Toxicology","2 Units"
"Public Health","Graduate","Terms offered: Spring 2022, Spring 2021, Spring 2020The course covers monitoring, control and regulatory policy of microbial, chemical and radiological drinking water contaminants. Additional subjects include history and iconography of safe water, communicating risks to water consumers and a bottled water versus tap water taste test as part of the discussion on aesthetic water quality parameters.","PB HLTH 271C","Drinking Water and Health","3 Units"
"Public Health","Graduate","Terms offered: Spring 2020, Spring 2019, Spring 2018, Spring 2017, Spring 2016, Spring 2015The course will provide a basic foundation in the physical mechanisms of, responses to, and health implications of climate change. We will explore the variety of epidemiologic, risk assessment, and statistical methods used to understand the impacts of climate change on health across diverse demographic groups. The public health implications, positive and negative, of efforts to mitigate and adapt to","PB HLTH C271G","Health Implications of Climate Change","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023Scientific knowledge and analyses are important to the development of public policies that address the impact of the environment on health. The limits of existing knowledge and uncertainties in research results create significant challenges in applying science to answer critical questions. This course critically examines how scientific information is used in policy decisions. Case studies of current issues address characterization of scientific","PB HLTH 271E","Science and Policy for Environment and Health","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This course explores the Public Health effects of global climate change: physical basis of climate change, including causes & projections; burden of disease stemming from global climate change, emphasis on impacts in the developing world, global & local equity issues, interaction between climate change mitigation/adaptation activities & existing global health initiatives; direct exposures (extreme heat, drought, precipitation","PB HLTH 271G","Health Implications of Climate Change","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023At the same time as chemistry has dramatically improved our lives, it has also exposed people to synthetic chemicals and pollutants via air, water, food, consumer products and workplaces. While government agencies work to assess and control chemical hazards, communities, workers and advocacy groups are demanding safer materials, and businesses are actively seeking to eliminate hazardous chemicals from their products and supply chains. Green chemistry","PB HLTH 271H","Greener Solutions: A Safer Design Partnership","4 Units"
"Public Health","Graduate","Terms offered: Fall 2024, Fall 2022Course is an overview on work as a key social determinant of health. The workplace is commonly viewed as a setting for health promotion of individual behavior change, while its potential to be a source of critical exposures that directly impact health, safety & well-being of working populations is often overlooked. Purpose of the class is to help public health practitioners build a framework for understanding the role that work & workplace conditions","PB HLTH 271J","Social Justice and Worker Health","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This class is an introduction to the use of the SAS programming language for managing, cleaning and analyzing biomedical data.","PB HLTH 271K","Introduction to Data Management and Programming in SAS for Public Health","2 Units"
"Public Health","Graduate","Terms offered: Not yet offeredThis course introduces geographic information systems (GIS) for the processing, visualization and description of spatial public health data. We will introduce principles, methods, and techniques for acquiring, processing, and manipulating spatial data. We will cover basic GIS concepts, such as coordinate systems and cartography, layering, buffering, joining spatial data, and conducing spatial queries. The role of locational information in aiding in the prevention","PB HLTH 272AW","Introduction to Geographic Information Systems for Public Health","3 Units"
"Public Health","Graduate","Terms offered: Not yet offeredThis course will cover the theory and methods behind the analysis of patterns of health and disease in space. Students will increase their proficiency in the application of Geographic Information Systems (GIS) to public health data, and will learn how to perform a wide variety of space and space-time analyses. The course will introduce statistical techniques for describing, analyzing and interpreting layers of mapped health data, including the acquisition and","PB HLTH 272CW","Applied Spatial Data Science for Public Health","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023The course takes a global perspective, examining the environmental phenomena that influence the transmission of infectious diseases. The epidemiological significance of environmental processes are explored, including weather, climate extremes, hydrology, development projects, and land usage change. Analytical tools are discussed and critiqued with respect to their ability to resolve the role of environmental factors in shaping disease distributions","PB HLTH 273","Environmental Determinants of Infectious Disease","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Spring 2018This is an advanced level course designed to cover current issues related to the biological and analytical aspects of vaccine development and utilization. Latest developments in recombinant vaccine technology, vaccine delivery systems, ""naked DNA"" vaccines, ""designer"" vaccines, new adjuvants, anti-tumor vaccines, epidemiological approaches to assess vaccine efficacy, effectiveness, and safety will be discussed and covered","PB HLTH 275","Current Topics in Vaccinology","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023The goal of this course is to acquire the knowledge and skills needed to approach public health problems from an equity or health justice perspective. Students will acquire mapping and spatial analysis (spatial epidemiology) skills and apply them in the context of structural inequity, health disparities, and racial justice. Geospatial skills are applied to public health problems that demonstrate differences in health exposures, risks, and","PB HLTH 277A","GIS and Spatial Analysis for Health Equity","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023This course will provide 4+1 MPH students with a “homeroom,” a space to grow as a cohort, meet outstanding competencies, and be introduced to the internship process. The lion share of competencies addressed will be in Advocacy and Policymaking.","PB HLTH 278","Health Policymaking and 4+1 Competency Development","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This course presents a brief introduction to the emerging field of spirituality and health. We examine scholarly and scientific views of links between spirituality, religion, and health. Topics include highlights and overviews of the rapidly emerging scientific evidence base, public health relevance, collaborations with faith-based organizations, and other practical applications.","PB HLTH 281","Public Health and Spirituality","2 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Fall 2024, Fall 2023Injuries are a major and often neglected health problem with substantial human and economic costs. Injuries are the leading cause of death from the first year of life to age 45, and the leading cause of lost potential years of life. This course provides an historical and conceptual framework within which to consider injuries (both intentional and unintentional) as social, and public health problems. Through review of epidemiology and intervention","PB HLTH 285A","Public Health Injury Prevention and Control","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This course applies principles of engineering, behavioral science, and vision science to preventing traffic collisions and subsequent injury. A systematic approach to traffic safety will be presented in the course, and will include (1) human behavior, vehicle design, and roadway design as interacting approaches to preventing traffic crashes and (2) vehicle and roadway designs as approaches to preventing injury once a collision has occured.","PB HLTH C285","Traffic Safety and Injury Control","3 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This seminar is required for preventive medicine residents, but is also open to other physicians and medical students interested in preventive medicine and public health practice. It provides an overview of preventive medicine practice, especially those areas covered by the American Board of Preventive Medicine examination in public health and preventive medicine. The objectives of this seminar are to review basic principles and practices","PB HLTH 288C","Preventive Medicine Residency Seminar: Managed Care and Preventive Medicine","1 Unit"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2024, Spring 2023This seminar is required for preventive medicine residents, but is also open to other physicians and medical students interested in preventive medicine and public health practice. It provides an overview of preventive medicine practice, especially those areas covered by the American Board of Preventive Medicine examination in public health and preventive medicine. The objectives of this seminar are to review basic principles and practices","PB HLTH 288D","Preventive Medicine Residency Seminar: Public Administration","1 Unit"
"Public Health","Graduate","Terms offered: Summer 2025 First 6 Week SessionThis hybrid seminar course consists of both online and face-to-face instruction, with the objective of mastering, at least partially, the following competencies: basic leadership skills for public health leaders, ability to design and conduct a needs assessment and stakeholder analysis, the ability to critically analyze a public health journal article, the ability to conduct an ethical analysis in public health, basic negotation skills, and the","PB HLTH 289W","Interdisciplinary Health Seminar","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Summer 2025 First 6 Week Session, Summer 2025 Second 6 Week SessionA discussion of current developments and issues in public health of interest to faculty and students of the department as a whole. Content varies from semester to semester depending upon current issues and interests.","PB HLTH 290","Health Issues Seminars","1 - 4 Units"
"Public Health","Graduate","Terms offered: Not yet offeredA discussion of current developments and issues in public health of interest to graduate students of the department as a whole. Content varies from semester to semester depending upon current issues and interests.","PB HLTH 290AW","Public Health Short Seminar","1 - 4 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Spring 2023A discussion of current developments and issues in public health of interest to faculty and students of the department as a whole. Content varies from semester to semester depending upon current issues and interests.","PB HLTH 290B","Health Issues Seminar - Online","1 - 3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Spring 2025, Fall 2024This Changemaker Microcourse will focus on developing critical analysis and practical public health skill building related to making change as a public health professional.","PB HLTH 290C","Changemaker Microcourse","1 Unit"
"Public Health","Graduate","Terms offered: Fall 2025, Spring 2025, Fall 2024This course helps you find your unique leadership voice and step into your own leadership potential in the field of Public Health by exploring three fundamental questions, no matter your background, experience level, or familiarity to date with leadership. Leadership is multidisciplinary, so our course will draw from fields ranging from engineering to economics to psychology to art, and we’ll apply a changemaker lens throughout the semester to","PB HLTH 291","Leadership for Public Health Changemakers","1 Unit"
"Public Health","Graduate","Terms offered: Spring 2023, Fall 2022, Spring 2022Series of skills-based workshops and sessions to introduce students to specialized leadership competencies needed in the public health workplace. These workshops complement the School of Public Health’s (SPH) core curriculum and are selected based on the Council on Linkages between Academia and Public Health Practice, and regular feedback from public health practitioners, faculty and students. Workshop facilitators include UC Berkeley faculty","PB HLTH 291A","Preparation for Public Health Practice","2 Units"
"Public Health","Graduate","Terms offered: Spring 2025The DrPH Leadership and Practice course is designed to be an interactive series of learning sessions for first and second year students in the DrPH Program at the School of Public Health. The course will give each student an opportunity to develop an understanding of leadership, apply leadership to public health practice, and develop individually as a leader.","PB HLTH 291C","Public Health Leadership","3 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Summer 2025 Second 6 Week Session, Spring 2025Current topics and special issues in the health field.","PB HLTH 292","Seminars for M.P.H. Students","1 - 4 Units"
"Public Health","Graduate","Terms offered: Fall 2025, Spring 2025, Fall 2024Discussion and analysis of dissertation research projects, as well as of conceptual and methodological problems in planning and conducting health research.","PB HLTH 293","Doctoral Seminar","1 - 4 Units"
"Public Health","Graduate","Terms offered: Summer 2025 10 Week Session, Fall 2017, Spring 2017Supervised experience relevant to specific aspects of public health in off-campus organizations for graduate students. Regular individual meetings with faculty sponsor and written reports required.","PB HLTH 297","Field Study in Public Health","1 - 12 Units"
"Public Health","Graduate","Terms offered: Spring 2025, Fall 2024, Spring 2023","PB HLTH 298","Group Study","1 - 8 Units"
"Public Health","Graduate","Terms offered: Summer 2024 Second 6 Week Session, Spring 2023, Summer 2016 10 Week SessionIndependent study and research.","PB HLTH 299","Independent Research","1 - 12 Units"
"Public Health","Professional course for teachers or prospective teachers","Terms offered: Fall 2025, Spring 2025, Fall 2024Skill development and professional preparation for graduate student instructors in public health courses. Preparing for and leading discussion sections. Designing writing prompts. Preparing and creating problem sets. Working with students one-on-one. Grading students' writing and exams. Self assessment. Developing a course syllabus. Use of technology in public health classes. Required for first-time public health GSIs who are not participating","PB HLTH 375A","School of Public Health Schoolwide Pedagogy Course","2 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2020During the fall 2020 semester we will have the quadrennial opportunity to study American politics during a presidential campaign. Combining real-time analysis of the election, an in-depth study of the relevant historical and sociological trends that are shaping this moment, and a lively roster of guest speakers from across the Berkeley campus and community, this class will provide students with a comprehensive and interdisciplinary introduction to American politics","PUB POL C20AC","THE 2020 ELECTION","4 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2018, Fall 2017, Spring 2016The Freshman Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Freshman seminars are offered in all campus departments, and topics vary from department to department and semester to semester. Enrollment limited to 15 freshmen.","PUB POL 24","Freshman Seminar","1 Unit"
"Public Policy","Undergraduate","Terms offered: Spring 2012Freshman and sophomore seminars offer lower-division students the opportunity to explore an intellectual topic with a faculty member and a group of peers in a small seminar setting. These seminars are offered in all campus departments; topics vary from department to department and from semester to semester. Enrollment limits are set by the faculty, but the suggested limit is 25.","PUB POL 39B","Freshman/Sophomore Seminar","2 Units"
"Public Policy","Undergraduate","Terms offered: Spring 2025, Spring 2024, Fall 2023Group study on selected public policy topics. Open to freshmen and sophomores.","PUB POL 98","Group Study in Public Policy","1 - 4 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2025, Summer 2025 8 Week Session, Spring 2025A systematic and critical approach to evaluating and designing public policies. Combines theory and application to particular cases and problems. Diverse policy topics, including environmental, health, education, communications, safety, and arts policy issues, among others.","PUB POL 101","Introduction to Public Policy Analysis","4 Units"
"Public Policy","Undergraduate","Terms offered: Spring 2009, Spring 2008This course is designed to provide students with a deeper understanding both of the structure of political economy and of why the distribution of earnings, wealth, and opportunity have been diverging in the United States and in other nations. It is also intended to provide insight into the political and public policy debates that have arisen in light of the divergence as well as possible means of reversing it.","PUB POL 103","Wealth and Poverty","4 Units"
"Public Policy","Undergraduate","Terms offered: Spring 2023, Spring 2022, Spring 2021This course is designed to provide students with a deeper understanding both of the organization of the political economy in the United States and of other advanced economies, and of why the distribution of earnings, wealth, and opportunity have been diverging in the United States and in other nations. It also is intended to provide insights into the political and public-policy debates that have arisen in light of this divergence, as well","PUB POL C103","Wealth and Poverty","4 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023The objective of this course is to improve negotiation skills and to increase the ability to resolve conflicts in a multitude of situations, including public policy disputes. Topics will include: distributive and integrative bargaining; preparation strategies; defense to ploys; power and perceptions; team and multi-party negotiations; political, legislative and regulatory negotiations; emotions and gender, email negotiations, handling difficult","PUB POL 105","Negotiations","3 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2025, Fall 2024, Fall 2023The objective of this course is to use the tools and insights of public policy analysis as a means of understanding the ways in which policies are shaped by and respond to issues of race, ethnicity, and cultural difference. The course is organized around a series of discrete policy problems involving issues of race and ethnicity. It is designed to allow for comparative analysis within and across cases to explore the variety of ways in which policy","PUB POL 117AC","Race, Ethnicity, and Public Policy","4 Units"
"Public Policy","Undergraduate","Terms offered: Fall 2022This course will survey societal challenges that are fundamentally global in nature, in contrast to challenges that are more effectively addressed by domestic policies. The goal of the course is to understand the cause and structure of a broad set of global challenges, with an eye towards eventually participating in their management or resolution. The first part provides foundations for understanding the governance context in which global challenges emerge. The second","PUB POL 132","Global Challenges","3 Units"
