title,description,course_code
Experimental Design and Biostatistics for Basic Biomedical Scientists,"The use and importance of statistical methods in laboratory science, with an emphasis on the nuts and bolts of experimental design, hypothesis testing, and statistical inference. Central tendency and dispersion, Gaussian and non-Gaussian distributions, parametric and nonparametric tests, uni- and multivariate designs, ANOVA and regression procedures. Ethical issues in data handling and presentation. Student presentations in addition to formal lectures. Intended for third-year graduate students. Instructor consent required.",MOLCAN 733
Cellular Signaling Module I: GPCR Signaling and Disease,This module will cover the basic mechanism of signal transduction through G protein coupled receptors (GPCR) and how they control a wide array of biological functions from vision to reproduction and are the largest targets of therapeutic interventions. How new concepts in our understanding of their signal transduction mechanisms is leading to the development of new and improve therapies for various disorder.,MOLCAN 761
Cellular Signaling Module II: Intracellular Signaling and Disease,This module will cover how ion channels and intracellular nuclear receptors control cellular functions mediated through transcription or calcium signaling to regulate physiological processes in health and disease.,MOLCAN 762
Cellular Signaling Module III: Growth Factor Pathway in Development and Disease,"The focus of this module is on signaling pathways induced by extracellular factors that regulate growth, survival, and development, and their deregulation in disease including cancer. Among the pathways covered are those regulated by ligand-activated Receptor Tyrosine Kinases, Wnt/beta-catenin signaling, Notch signaling, and Hedgehog signaling.",MOLCAN 763
Graduate Student Seminar,A presentation and discussion course in which program faculty and graduate students review recent progress in contemporary areas of Pharmacology and Cancer Biology. Provides an important avenue for evaluation and feedback for graduate student research and communication skills and is required for all students pursuing their PhD degree in Pharmacology and Molecular Cancer Biology.,MOLCAN 780
Research in Pharmacology and Molecular Cancer Biology,Laboratory investigation in various areas of pharmacology. Credit to be arranged.,MOLCAN 793
Molecular Mechanisms of Oncogenesis,"This course is a lecture presentation and discussion course on the molecular mechanisms underlying cancer development in which students complete periodic tests, present a paper, and work in a group to write and defend a grant proposal. The objective of the course is to provide an opportunity for in-depth discussions of molecular mechanisms underlying the development of human cancers. The course is intended for second-year students.",MOLCAN 818
Cancer as a Disease,-,MOLCAN 819
Independent Study,Independent study guided by an instructor with related interests and expertise. Department consent required.,MSEG 591
Internship,"Student gains practical experience by taking a job in industry, and writing a report about this experience. Requires prior consent from the director of graduate studies. May be repeated with consent of the director of graduate studies. A full-time internship is available to students if it allows them to gain practical experience in a work environment related to their academic training and enhances their overall academic experience and, for F-1 Visa, their employment prospects once they return to their home country. Internship can be local or within United States.",MSEG 891
Introduction to Musicology,"Methods of research on music and its history, including studies of musical and literary sources, iconography, performance practice, ethnomusicology, and historical analysis, with special attention to the interrelationships of these approaches.",MUSIC 501
Music in the Baroque Era,Selected topics.,MUSIC 553
Music in the Classic Era,Selected topics.,MUSIC 554
Music in the Nineteenth Century,Selected topics.,MUSIC 555
Music in the Twentieth Century,Selected topics.,MUSIC 556
Tonal Analysis,In-depth study of various methods for analyzing tonal music. Approach and content vary by instructor.,MUSIC 560
Analysis of Early Music,"Selected areas of 'pre-tonal' music and various analytical methodologies that have been developed to understand them. Content changes, from semester to semester and with different instructors. Possible areas covered include plainchant, trouvère monophony, Machaut, Fifteenth-century polyphony, modal music of the Renaissance, early seventeenth-century repertories.",MUSIC 561S
Analysis of Music After 1900,"Introduction to analytic and theoretic methodologies for engaging the structures and rhetoric of a range of art-music styles since 1900. Readings in atonal and twelve-tone theories; hexatonic and octatonic pitch collections; neo-Riemannian transformations; voice leading, metric and rhythmic theories. Theory-based analysis of selected repertory.",MUSIC 562
"Generative Media Authorship - Music, Text & Image","Covers Generative Media in all its forms. Lectures, workshops, discussions, one semester-length project, shorter individual exercises and readings. Interdisciplinary Graduate Seminar with advanced undergraduates and MFA students with permission of instructor.",MUSIC 575S
Selected Topics in Analysis,"An exploration of analytical approaches appropriate to a diversity of music, which may include settings of literary texts, pre-tonal music, and music in oral and vernacular traditions. Prerequisite: Music 560 or consent of instructor.",MUSIC 590
Special Topics in Music,Opportunities to engage with a specific issue in music.,MUSIC 590S
"Language, Music and Dementia: Neuroscience Approaches","Exploration of the neuroscience data on cognitive processing of languages and music in healthy subjects and pathology. Specific attention given to the interaction of language(s) and music in the brain, music therapy and dementia, and multilingualism and dementia. Topics include the role of languages and music in building cognitive reserve, linguistic breakdown and cognitive decline in healthy aging and dementia, cross-cultural studies of pitch and timbre perception across languages of the world, possible benefits of multilingualism in healthy aging, interactions of singing and memory, integration of auditory and visual neural systems in language and music.",MUSIC 595
Black Sonic Culture—Analog to Digital,"The course will examine the production, reproduction and distribution Black (African Diasporic) 'Sound'--inclusive of, but not exclusive of various musical cultures--in the creation of Black Sonic Culture(s) that were in conversation with and counter to Black Literary Culture, Black Visual Culture and Black Performance traditions. The course, in particular, will examine the impact on the transition from analog sound to digital sound.",MUSIC 691S
Composition,"Weekly independent study sessions at an advanced level with a member of the graduate faculty in composition, producing musical scores (or in some cases, audio documents) which accrue towards the production of a portfolio. Consent of instructor required.",MUSIC 697
Composition,"Continuation of Music 697. Weekly independent study sessions at an advanced level with a member of the graduate faculty in composition, producing musical scores (or in some cases, audio documents) which accrue towards the production of a portfolio. Consent of instructor required.",MUSIC 698
Composition,"Continuation of Music 698. Weekly independent study sessions at an advanced level with a member of the graduate faculty in composition, producing musical scores (or in some cases, audio documents) which accrue towards the production of a portfolio. Consent of instructor required.",MUSIC 699
Graduate Seminar: Theories of Corporeality,"This graduate reading seminar explores theoretical frames for articulating the social, political, cultural, phenomenological and economic significance of the body. Course literature draws significantly although not exclusively from dance and performance research to consider a wide range of approaches to corporeality studies. Required reading, viewing of performance texts, and guest presentations, and workshops draw surgical attention to the body as a discursive site and to performance as a site of embodied power and potential resistance. Students contribute knowledge across a range of graduate writing genres. Course culminates in the creation of an original research project. Instructor consent required.",MUSIC 771S
Independent Study,"With the consent of a graduate faculty member and the approval of the director of graduate studies, the student will undertake a specialized research project of his/her own choosing.",MUSIC 791
Independent Study in Performance Practice and Interpretation,The exploration of significant interpretive and performance-practice issues as they affect a specific repertory. Weekly meetings with a member of the graduate faculty. Consent of instructor and director of graduate studies required.,MUSIC 792
Composition,Weekly independent studies at the doctoral level with a member of the graduate faculty in composition.,MUSIC 797
Composition,Weekly independent studies at the doctoral level with a member of the graduate faculty in composition.,MUSIC 798
Composition,Weekly independent studies at the doctoral level with a member of the graduate faculty in composition.,MUSIC 799
Collegium Musicum,An opportunity to study and perform vocal and instrumental music from the Middle Ages through the Baroque. Weekly rehearsals; one or two concerts per semester. Audition and consent of instructor required.,MUSIC 511-1
Composition Seminar: Selected Topics,Selected topics in composition.,MUSIC 690S-1
Seminar in the History of Music,Selected topics.,MUSIC 790S-1
Studies in Ethnomusicology,A theoretical and methodological exploration of ethnomusicological approaches to the study of music and related expressive forms. Topics vary.,MUSIC 790S-2
Foundations of Nanoscale Science and Technology,"This course is the introductory course for the Graduate Certificate Program in Nanoscience (GPNANO) and is designed to introduce students to the interdisciplinary aspects of nanoscience by integrating important components of the broad research field together.  This integrated approach will cross the traditional disciplines of biology, chemistry, electrical & computer engineering, computer science, and physics.  Fundamental properties of materials at the nanoscale, synthesis of nanoparticles, characterization tools, and self-assembly.  Prerequisites: Physics 152L and Chemistry 101DL or instructor approval.",NANOSCI 511
Dynamics of Complex Systems,"An introduction to the quantitative description and analysis of physical systems with complex dynamics and how the properties of such systems change as parameters are varied. Part of the course will discuss dynamical systems described by just a few variables and related concepts such as model equations, phase space, linear stability, bifurcations, universality, attractors, fractals, chaos, and time series analysis. Other topics will vary by instructor and might include spatiotemporal dynamics, dynamical networks, and the control of dynamical systems. Prerequisite: MATH 216, the PHYSICS 161/162 sequence, and COMPSCI 101, or their equivalents.",NCS 513
Contemporary Topics in Membrane Biology,"This course will highlight modern topics regarding biological membranes and membrane proteins that are important for human physiology and disease. Topics include structure and dynamics of biological membranes, structure and function of membrane proteins that play critical roles in cell signaling, diseases related to dysfunction of membrane and membrane proteins, and current efforts on drug discovery. Major techniques used in membrane research will also be covered. The format will be a combination of lectures and discussion of primary literature. Students will be evaluated based on their class participation and performance at the final presentations. Reserved for graduate students; open to undergraduate students by instructor permission.",NEUROBIO 631
Principles of Neuroimmunology,"Bidirectional communication between the brain and immune system, in disease and during normal function/homeostasis. Historical foundations of the field in disorders such as multiple sclerosis and HIV; the anatomy of CNS-immune connections; blood-brain-barrier function and dysfunction; leukocyte trafficking, surveillance, and infiltration of the CNS; cellular players including peripheral vs. CNS-resident immune cells and antigen presentation; neuroinflammation and neurodegenerative disease; recent literature highlighting the critical role of immune molecules in neural development and lifelong plasticity. Instructor consent required for undergraduates.",NEUROBIO 686S
Papers and Grant Writing Workshop,Introduction to grant and fellowship writing; writing assignment of two proposal topics; evaluation and critique of proposal by fellow students.,NEUROBIO 710
Concepts in Neuroscience I: Cellular and Molecular Neurobiology,"The goal of this course is to introduce graduate students to the basic principles underlying cellular and molecular neurobiology. The first part of the course will cover the cellular mechanisms of neurophysiology, that is the generation and propagation of neuronal electrical signals. The second part will cover molecular mechanisms of synaptic signaling, plasticity, axon guidance, and neural regeneration. An interactive discussion-based format focused on key discoveries in these areas of research, including analysis of original papers, will allow students to learn how the brain encodes, transmits, and stores information as well as form neural circuits. Consent of instructor is required.",NEUROBIO 719
Neuronal Excitability,"The electric excitability of neurons is mediated by ion channels. First, we will give an overview of the human ion channel set and discuss the basic structure and functions of ion channels. We will show how the function of ion channels is measured and analyzed. We will analyze the 3D crystal structures of a few ion channels in greater detail. In the second week we will focus on the basic electrical properties of cell membranes, neuronal excitability, and action potentials.",NEUROBIO 719A
Cell Biology of the Neuron,"How the brain is wired during development is a fundamental question of neurobiology. In this module we will discuss the molecular mechanisms that sculpt brain patterning and axon guidance, we will discuss the regulation of neurogenesis, we will cover how the synapse is formed, and we will talk about how sensory information guides the development of the brain in early postnatal life. Instructor consent required.",NEUROBIO 719B
Synaptic Transmission,"This module will cover the fundamentals of basic cell biology as well as focusing on cellular specializations that are exaggerated in neurons. Topics include polarized protein trafficking, organelle motility, cytoskeleton organization, synaptic scaffolds, intracellular signaling cascades and cell-to-cell communication, including communication between neurons and non-neuronal cells. We will cover genetic methods for the study of molecular function in neurons and finally we will have a class project to discuss how neurotrophic factors promote cell survival and the molecular mechanisms of neuronal death. Instructor consent required.",NEUROBIO 719C
Neural Plasticity,"Plasticity is one of the most unique features of the brain, mediating the ability of this organ to learn from its environment. In this module we will explore molecular and cellular mechanisms of the stimulus-inducible changes in synaptic strength (long-term depression and long-term potentiation; LTP and LTD) that are key models for learning and memory. We will review the signal transduction pathways that convert neuronal activity into changes in synaptic structure and function and we will explore the contexts in which synaptic and circuit plasticity contributes to changes in brain function and behavior. Instructor consent required.",NEUROBIO 719D
Neural Development,"As the focal point of communication between neurons, the synapse is an essential adaptation of the nervous system that contains a wide variety of unique proteins and functional specializations. In this module, we will cover the structure and function of the synapse, from the dynamics of presynaptic vesicle release through the postsynaptic response to neurotransmitter, and the essential proteins and molecules that mediate these processes. Finally, we will discuss how these elements can be tailored to fit the needs of different circuits. Instructor consent required.",NEUROBIO 719E
Concepts in Neuroscience II: Principles of Organization of Neuronal Systems,"The principles of organization of neurons into functional circuits will be examined through a series of 4 distinct modules, listed below. All four modules required for first-year neurobiology students. Instructor consent required. Prerequisite: Neurobiology 719.",NEUROBIO 720
Neurobiology Journal Club,"Once a month, first and second year neurobiology graduate students meet to hold a student-run journal club to discuss the work of an invited seminar speaker from an outside institution. On the following Tuesday, the students attend the seminar, then have lunch with the speaker.",NEUROBIO 726S
Statistics for Neuroscience,Introduction to applied probability theory and statistical methods in commonly used neuroscience. Instructor consent required.,NEUROBIO 730
Experimental Design and Biostatistics for Basic Biomedical Scientists,"The use and importance of statistical methods in laboratory science, with an emphasis on the nuts and bolts of experimental design, hypothesis testing, and statistical inference. Central tendency and dispersion, Gaussian and non-Gaussian distributions, parametric and nonparametric tests, uni- and multivariate designs, ANOVA and regression procedures. Ethical issues in data handling and presentation. Student presentations in addition to formal lectures. Intended for third-year graduate students. Instructor consent required.",NEUROBIO 733
Quantitative Approaches in Neurobiology,"Through lectures and hands-on problem solving, this course will provide students with a working, practicable background in coding in matlab, the fundamentals of statistics, and theoretical and computational neuroscience. The material will be oriented strongly towards the needs of working neurobiologists, and will require considerable independent work. Consent of instructor is required.",NEUROBIO 735
Neuroscience Bootcamp,"Neurobiology Bootcamp is a one week immersive lecture, discussion and laboratory course for graduate students in the Neurobiology Graduate Program and allied programs at the discretion of the instructors. The Duke Neuroscience Bootcamp is designed to (1) provide a common knowledge base of neuroscience fundamentals; (2) demystify the tools of the discipline - providing hands-on experience with techniques that are commonly used to explore cellular/molecular, circuits and computational neuroscience; and (3) introduce new students to a wide variety of Neurobiology Training Faculty and helpful resources for ensuring a successful graduate career.",NEUROBIO 751
Principles in Cognitive Neuroscience I,"Introduction to the cognitive neuroscience of emotion, social cognition, executive function, development, and consciousness.  Topics also include cognitive disorders, and computer modeling.  Highlights current theories, methodological advances, and controversies.  Students evaluate and synthesize findings across a variety of research techniques.  Consent of instructor required.",NEUROBIO 759S
Principles in Cognitive Neuroscience II,"Introduction to the cognitive neuroscience of emotion, social cognition, executive function, development, and consciousness.  Topics also include cognitive disorders, and computer modeling.  Highlights current theories, methodological advances, and controversies.  Students evaluate and synthesize findings across a variety of research techniques.  Consent of instructor required.",NEUROBIO 760S
Neurobiology of Disease,"Meeting 3x week—month of January—discuss given disease of the nervous system. One or two students working with a designated faculty member are responsible for an introduction (20-25 minutes) followed by a discussion of key primary papers on the subject. Two or three articles provided at least a week in advance provide a framework for discussion. Diseases to be covered currently include: ALS, Alzheimer's, CNS neoplasms, Epilepsy, multiple sclerosis, Parkinson's disease, retinitis pigmentosa, and stroke. will discuss key features of the disease, etiology and pathogenetic mechanisms of the disease, models available and the evidence establishing the validity of the models & therapies.",NEUROBIO 762
Student Seminar (Topics),Prepare and present research papers to students and faculty on topics of broad interest in Neurobiology. Lead discussions and give feedback about the presentations. Required of all first- and second-year Neurobiology students. Instructor consent required.,NEUROBIO 790S
Neurobiology Internship,Student gains practical experience by taking an internship in industry/government and writes a report about this experience. Requires prior consent from the student's advisor and from the Director of Graduate Studies. May be repeated with consent of the advisor and the Director of Graduate Studies.,NEUROBIO 791
Research in Neurobiology,Guided independent study and research experience in neurobiology. Nature of topic to be decided by individual arrangement with faculty advisor. Consent of faculty advisor required.,NEUROBIO 793
Functional Magnetic Resonance Imaging,"This course will cover the complete fMRI analysis pipeline, from the scanner to constructing brain maps. Students will be trained on basic principles of fMRI, artifact detection, preprocessing, and task-fMRI signal estimation. This course will also cover recent advancements in resting-state fMRI, connectivity/graph-theoretic/independent-component analyses, and machine learning. The course will consist of lectures, review of key research papers and integrated laboratory sessions. The laboratory sessions will include hands-on analysis of fMRI data sets. Students will gain experience both in the theoretical principles of fMRI analysis and in the practical aspects of implementing them.",NEUROBIO 881
The Cinematic Depiction of Psychopathology,"Critically explore depictions of mental illness in modern cinema and television, and the extent to which they capture our emerging understanding of dysfunction in core neural circuits supporting normal behavior. Prerequisite: Psychology/Neuroscience 277.",NEUROSCI 500S
"Computational Neuroengineering (GE, EL)","This course introduces students to the fundamentals of computational modeling of neurons and neuronal circuits and the decoding of information from populations of spike trains. Topics include: integrate and fire neurons, spike response models, homogeneous and inhomogeneous Poisson processes, neural circuits, Weiner (optimal) adaptive filters, neural networks for classification, population vector coding and decoding. Programming assignments and projects will be carried out using MATLAB. Prerequisites: Biomedical Engineering 301L or equivalent.",NEUROSCI 503
"Fundamentals of Electrical Stimulation of the Nervous System (EL, GE)","This course presents a quantitative approach to the fundamental principles, mechanisms, and techniques of electrical stimulation required for non-damaging and effective application of electrical stimulation. Consent of instructor required. Prerequisite: BME 301L or graduate standing. (EL, GE)",NEUROSCI 504
Brain and Language,"The relationship of brain and language is explored through a variety of methodologies and approaches, including studies of first and second language acquisition across cultures, multilingualism, language disorders. Neuroimaging studies (including electrophysiological and hemodynamic techniques) are central to understanding current neurobiological, neurophysiological and neurolinguistic perspectives of representation of language(s) in the brain. Readings and case studies focus on the latest theoretical contributions to the field. IRB certification and data collection are required.",NEUROSCI 510
"Introduction to Neurodynamics (EL, GE)","Behavior of neurons and neuronal networks examined with methods of nonlinear dynamics. Interpretation in phase space of excitability, spiking, bursting, phase locking, synchronization, competition, and chaos. Applications to the development of novel neurostimulation methods and to understanding dynamic mechanisms behind sensing, learning, memory, and cognition. Readings from the original literature. Prerequisites BME 301L, graduate standing or consent of instructor. (EL, GE)",NEUROSCI 513
"Neural Prosthetic Systems (GE, EL, IM)","Covers several systems that use electrical stimulation or recording of the nervous system to restore function following disease or injury. For each system, the underlying biophysical basis for the treatment, the technology underlying the treatment, and the associated clinical applications and challenges are examined. Systems to be covered include cochlear implants, spinal cord stimulation of pain, vagus nerve stimulation for epilepsy, deep brain stimulation for movement disorders, sacral root stimulation for bladder dysfunction, and neuromuscular electrical stimulation for restoration of movement. Prerequisite: BME 301L or ECE 110L.",NEUROSCI 515
"Neuronal Control of Movement (GE, EL)","Course for graduate and upper-level undergraduate students to provide them with an understanding of the neuronal circuits that move our bodies and with techniques for analysis, simulation, and modification of these circuits by neural engineers. Topics start in the periphery with muscles, the spine, and functional electrical stimulation; then proceed centrally to subcortical circuits, deep brain stimulation, and forward models; and conclude with cerebral cortical networks and population decoding. Students are expected to have background in bioelectricity and Matlab programming. Prerequisite: BME 301L or consent of the instructor.",NEUROSCI 517
"Natural Neurotoxins: Biology, Physiology and Toxicology",Introduction of natural neurotoxins that target ion channels and receptors. Topics include the origin and nature of neurotoxins; physiological and molecular bases of toxin action and selectivity; neurotoxins as tools and resources for nociceptive pain research. Prerequisites: Biology 201.,NEUROSCI 518S
Essentials of Pharmacology and Toxicology,"Drug absorption, distribution, excretion, and metabolism. Structure and activity relationships; drug and hormone receptors and target cell responses. Instructor consent required. Prerequisite: introductory biology; Chemistry 201DL; Mathematics 21 and 122.",NEUROSCI 533
Topics in Philosophy of Mind,"One or more topics such as mental causation, animal minds, artificial intelligence, and foundations of cognitive science. Includes relevant literature from fields outside philosophy (for example, psychology, neuroscience, ethology, computer science, cognitive science).",NEUROSCI 555S
Theoretical Neuroscience,"Introductory course on theoretical neuroscience. Neuronal biophysics: ions, membranes, channels. Single neuron models: Hodgkin-Huxley, 2D reductions, phase plane analysis. Leaky integrate-and-fire model, response to stochastic inputs. Models of synapses and synaptic plasticity. Models of networks at various scales. Network dynamics: rate models, networks of spiking neurons. Coding and decoding by single neurons and populations of neurons. Unsupervised learning, supervised learning, reinforcement learning. Adequate for any graduate student in physics or other quantitative fields (mathematics, statistics, engineering, computer science) and undergraduate majors in such fields.",NEUROSCI 567
Special Topics in Neuroscience,Topics vary by semester.,NEUROSCI 590
Special Topics in Neuroscience,Topics vary by semester. Undergraduate as well as Graduate/ Professional students.,NEUROSCI 590S
"Language, Music and Dementia: Neuroscience Approaches","Exploration of the neuroscience data on cognitive processing of languages and music in healthy subjects and pathology. Specific attention given to the interaction of language(s) and music in the brain, music therapy and dementia, and multilingualism and dementia. Topics include the role of languages and music in building cognitive reserve, linguistic breakdown and cognitive decline in healthy aging and dementia, cross-cultural studies of pitch and timbre perception across languages of the world, possible benefits of multilingualism in healthy aging, interactions of singing and memory, integration of auditory and visual neural systems in language and music.",NEUROSCI 595
History of Mental Illness,"What is madness? Historical analysis offers a variety of answers to this question. This course will provide students with a broad introduction to the modern history of mental illness, with particular emphasis on the nineteenth and twentieth centuries. We will cover a diverse set of issues, including the disciplinary formation of psychiatry and neurology, new medical understandings of pathology, and the political assumptions and ramifications of defining and redefining madness in the North Atlantic and abroad.",NEUROSCI 650S
Principles of Neuroimmunology,"Bidirectional communication between the brain and immune system, in disease and during normal function/homeostasis. Historical foundations of the field in disorders such as multiple sclerosis and HIV; the anatomy of CNS-immune connections; blood-brain-barrier function and dysfunction; leukocyte trafficking, surveillance, and infiltration of the CNS; cellular players including peripheral vs. CNS-resident immune cells and antigen presentation; neuroinflammation and neurodegenerative disease; recent literature highlighting the critical role of immune molecules in neural development and lifelong plasticity. Instructor consent required for undergraduates.",NEUROSCI 686S
Neuroscience Bootcamp,"Neurobiology Bootcamp is a one week immersive lecture, discussion and laboratory course for graduate students in the Neurobiology Graduate Program and allied programs at the discretion of the instructors. The Duke Neuroscience Bootcamp is designed to (1) provide a common knowledge base of neuroscience fundamentals; (2) demystify the tools of the discipline - providing hands-on experience with techniques that are commonly used to explore cellular/molecular, circuits and computational neuroscience; and (3) introduce new students to a wide variety of Neurobiology Training Faculty and helpful resources for ensuring a successful graduate career.",NEUROSCI 751
Interdisciplinary Program in Cognitive Neuroscience (IPCN) Independent Research Rotation,Students will be involved in a research apprenticeship with a faculty member for hands-on experience with research efforts.,NEUROSCI 755
Medical Neuroscience and Clinical Human Neuroanatomy,"Explore the structure, functional organization, and neurobiology of the human central nervous system, its integrative actions, and the impairments of sensation, action and cognition that accompany injury or disease. Features a variety of instructional methods, including hands-on examination and dissection of human brain specimens, asynchronous video tutorials, live seminars with clinical experts, patient-interviews, and cases studies. Employs team-based learning, with graduate students integrated into teams of first-year medical students for real-time problem-solving and discovery. Requires general knowledge of cell and molecular biology, mammalian physiology and anatomy.",NEUROSCI 760L
Reward and the Brain,"This course will provide an overview of the neural basis of reward. We will read and discuss the classic and contemporary literature on both animal and human models. Topics to be covered include: 1) historical development of the concept of reward and its relationship with reinforcement; 2) reward, homeostasis, and motivation; 3) relationship between reward and learning (reinforcement learning, Pavlovian and instrumental conditioning); 4) contribution of dopamine and other neuromodulators to reward; 5) neural substrates of intracranial self stimulation; 6) limbic cortico-basal ganglia circuit contributions to reward.",NEUROSCI 773S
Foundations of Behavioral and Computational Neuroscience,"Survey and in depth discussion of the methods, theory, and current research in the field of behavioral and computational neuroscience.  Emphasis on animal models and neurobiological underpinnings of learning, memory, and cognition.  Covers the latest developments in research on neuroanatomical, cellular and molecular substrates of behavior with emphasis on the influence of development, environment, and experience across the lifespan.",NEUROSCI 780S
Introduction to Systemic Histology,"This course takes an organ system approach to microscopic identification of a variety of cell types and tissues in histologic sections, with an emphasis on the histology of normal organs. A laptop computer is required for virtual microscopy; contact the instructor if you need specific information before registering.",PATHOL 725
Animal Models in Translational Research,"Working knowledge of the use of animal models in research, types of models and how to choose for translational relevance. Topics include the regulations governing the use of animals in research, principles of in vivo experimental design, as well as best practices for data collection, interpretation and reporting during animal study conduct. Students will be exposed to the principle elements that impart variability and bias in the generation of animal study data, and will learn best practices for the conduct of high quality animal studies that lead to reproducible data.",PATHOL 735S
General Pathology,"This course presents broad concepts of disease and underlying molecular mechanisms, including identification of pathologic processes via both gross examination and virtual microscopy. A laptop computer is required for virtual microscopy. Prerequisite: Pathology 725.",PATHOL 750
Molecular Aspects of Disease,"Background, investigative methods, and recent advances in understanding the molecular basis of selected diseases. In-depth focus on selected diseases whose defects are known at genetic or molecular levels. Prerequisites: introductory cell biology and biochemistry courses.",PATHOL 785
Translational Aspects of Pathobiology,Translational Research in Pathobiology is an integrated multidisciplinary course designed to provide students with the necessary tools to understand the principal components of the research processes involving patients or materials obtained from a human source. This course reflects the Department of Pathology's unique integration of traditional pathology research with experimental therapeutics in an environment that seeks to bridge the basic sciences and clinical medicine.,PATHOL 786
Basic Biology of Cells as a Function of Age; Implication for Disease,"The objective of this course is to review the fundamentals of cell biology as a function of age and their contribution to pathologies associated with age-related diseases. This course will cover a wide range of principles, from concepts and theories of aging, to experimental models, cell regulation and signaling, and impact of age-related cellular changes on metabolism and disease development.",PATHOL 787
Research Independent Study,Permission of department required.,PATHOL 793
Graduate Seminar in Pathology,Graduate students in the Pathology program present their research in a formal presentation.,PATHOL 855S
Essentials of Pharmacology and Toxicology,"Drug absorption, distribution, excretion, and metabolism. Structure and activity relationships; drug and hormone receptors and target cell responses. Instructor consent required. Prerequisite: introductory biology; Chemistry 201DL; Mathematics 21 and 122.",PHARM 533
Contemporary Topics in Membrane Biology,"This course will highlight modern topics regarding biological membranes and membrane proteins that are important for human physiology and disease. Topics include structure and dynamics of biological membranes, structure and function of membrane proteins that play critical roles in cell signaling, diseases related to dysfunction of membrane and membrane proteins, and current efforts on drug discovery. Major techniques used in membrane research will also be covered. The format will be a combination of lectures and discussion of primary literature. Students will be evaluated based on their class participation and performance at the final presentations. Reserved for graduate students; open to undergraduate students by instructor permission.",PHARM 631
Molecular Cardiovascular Biology,"Overview of molecular mechanisms of cardiovascular biology and pathology. Various topics including the molecular basis of atherosclerosis, hypertension, myocardial hypertrophy, arrhythmias, cardiovascular metabolic disorders, angiogenesis, stem cells, and tissue regeneration in the cardiovascular system.",PHARM 680
Research Independent Study in Science Education,"Individual research in a field of science education (with reference to pharmacology) at the precollege/college level, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of study results. Open to all qualified seniors and graduate students with consent of supervising instructor.",PHARM 693
Research Independent Study in Science Education,"Individual research in a field of science education (with reference to pharmacology) at the precollege/college level, under the supervision of a faculty member, resulting in a substantive paper or written report containing significant analysis and interpretation of study results. Open to all qualified seniors and graduate students with consent of supervising instructor.",PHARM 694
Papers and Grant Writing Workshop,Introduction to grant and fellowship writing; writing assignment of two proposal topics; evaluation and critique of proposal by fellow students.,PHARM 710
Stem Cell Course,"The course is designed for first-year graduate students to learn the fundamentals of stem cell biology and to gain familiarity with current research in the field. The course will be presented in a lecture and discussion format based on the primary literature. Topics include: stem cell concepts, methodologies for stem cell research, embryonic stem cells, adult stem cells, cloning and stem cell reprogramming and clinical applications of stem cell research. Prerequisites: undergraduate level cell biology, molecular biology, and genetics.",PHARM 730
Experimental Design and Biostatistics for Basic Biomedical Scientists,"The use and importance of statistical methods in laboratory science, with an emphasis on the nuts and bolts of experimental design, hypothesis testing, and statistical inference. Central tendency and dispersion, Gaussian and non-Gaussian distributions, parametric and nonparametric tests, uni- and multivariate designs, ANOVA and regression procedures. Ethical issues in data handling and presentation. Student presentations in addition to formal lectures. Intended for third-year graduate students. Instructor consent required.",PHARM 733
Cellular Signaling Module I: GPCR Signaling and Disease,This module will cover the basic mechanism of signal transduction through G protein coupled receptors (GPCR) and how they control a wide array of biological functions from vision to reproduction and are the largest targets of therapeutic interventions. How new concepts in our understanding of their signal transduction mechanisms is leading to the development of new and improve therapies for various disorder.,PHARM 761
Cellular Signaling Module II: Intracellular Signaling and Disease,This module will cover how ion channels and intracellular nuclear receptors control cellular functions mediated through transcription or calcium signaling to regulate physiological processes in health and disease.,PHARM 762
Cellular Signaling Module III: Growth Factor Pathway in Development and Disease,"The focus of this module is on signaling pathways induced by extracellular factors that regulate growth, survival, and development, and their deregulation in disease including cancer. Among the pathways covered are those regulated by ligand-activated Receptor Tyrosine Kinases, Wnt/beta-catenin signaling, Notch signaling, and Hedgehog signaling.",PHARM 763
Graduate Student Seminar,A presentation and discussion course in which program faculty and graduate students review recent progress in contemporary areas of Pharmacology and Cancer Biology. Provides an important avenue for evaluation and feedback for graduate student research and communication skills and is required for all students pursuing their PhD degree in Pharmacology and Molecular Cancer Biology.,PHARM 780
Research in Pharmacology and Molecular Cancer Biology,Laboratory investigation in various areas of pharmacology. Credit to be arranged.,PHARM 793
Integrated Case Studies in Toxicology,Students are assigned topics relative to their chosen research discipline in toxicology and are asked to develop case studies to present at a roundtable workshop. Emphasis on review and analysis of toxicological problems from a holistic (multidisciplinary) viewpoint. Offered on demand.,PHARM 814
Focused Topics in Toxicology,A contemporary advanced toxicology research area covered with readings from the current primary literature. An integrative review of the topic prepared as a collaborative effort. Consent of instructor required. Prerequisites: Pharmacology 533 and 847S.,PHARM 815
Molecular Mechanisms of Oncogenesis,"This course is a lecture presentation and discussion course on the molecular mechanisms underlying cancer development in which students complete periodic tests, present a paper, and work in a group to write and defend a grant proposal. The objective of the course is to provide an opportunity for in-depth discussions of molecular mechanisms underlying the development of human cancers. The course is intended for second-year students.",PHARM 818
