title,description,course_code
Experimental Sculpture and Installation Art,"This course explores ideas surrounding the creation of experimental sculpture. Employs non-traditional methods: 'readymades,' non-traditional materials, conceptual processes, digital interaction and fabrication techniques (rapid prototyping), mixed media including video, and projection technologies. Content of work driven by individual student interests—sustainability, the anthropocene, feminism, social and political commentary, and/or more formal, abstract sculptural relations. Instructor consent required.",VMS 135
"Create, Innovate, Act: Creativity, Innovation, and Social Action","Introductory course for first and second year undergraduates. This course bridges sciences, arts, and humanities, with focus on experiential knowledge and engagement with the everyday. Combines methods from broad range of areas based on creative inquiry and innovation. Students chose particular areas, or combination thereof, discussing their own research, inventions, artworks, compositions, performances, new media, or activist interventions. Specific skills developed at specialized maker spaces, labs, and studios. With exception of guest presentations, lectures delivered in video format to maximize class time production. Guest speakers include artists, activists, innovators, entrepreneurs, curators, and scholars.",VMS 140
"Audiovisual Cultures in East Asia: Film, Music, and Other Media","This seminar introduces to students to various aspects of audiovisual cultures in East Asia, including film, photography, music and other new and emerging media. It focuses on visual and sound studies and their interconnected relationship to the constitution of the sensible world within the East Asian regions while connecting to the larger global context, highlighting the global movement and cross-cultural networks of audiovisual media both enabled and complicated by technologies. Emphases are also placed on hand-on practice with individual and group projects. The goal is to not only understand audiovisual cultures critically but also actively engage in their production.",VMS 141S
Video Game Design and Critique,"Surveys history, art, technology, narrative, ethics, and design of interactive computer games. Games as systems of rules, games of emergence and progression, state machines. Flow, systems of pleasure, goals, rewards, reinforcement schedules, fictional and narrative elements of game worlds. Responses to immersive & interactive media; experience of gamified systems in diverse contexts. Social, artistic, and cultural effects of games: impact, harm, benefits. Team design and development of game-design storyboards and stand-alone games. Interplay between narrative, graphics, rule systems, and artificial intelligence in the creation of interactive games. Programming experience not required.",VMS 155FS
Virtual Realities: Collective Dreams from Plato to Cyberspace,"What is 'virtual reality'? If something is real, isn't it also always actual, and if virtual, only almost or nearly real? What strange, hybrid no-mans-land lies midway between truth and illusion, and how can we learn to navigate inside this space? The puzzle is an old one, even if the technology we call VR is new. In this discussion-intensive course, we will read, watch, and play our way through some of the most powerful attempts to understand humanity's penchant for collective dreaming: from Plato's allegory of the cave, to the immersive spectacles of baroque theater, to the ghostly realms of gothic literature and modern film, to the invention of cyberspace and parallel universe games.",VMS 165FS
Advertising and Society: Global Perspective (DS4),"History and development of commercial advertising; advertising as a reflector and/or creator of social and cultural values; advertisements as cultural myths; effects on children, women, and ethnic minorities; advertising and language; relation to political and economic structure; and advertising and world culture. Emphasis on American society complemented by case studies of advertising in Canada, Japan, Mexico, Russia, Western Europe, and selected other countries.",VMS 170
Advertising and Society: Global Perspective (DS4),Same as Cultural Anthropology 170 except instruction is provided in lecture and discussion group each week.,VMS 170D
Capturing the City: Documentary Photography in Berlin,"History and development of documentary photography in Germany since the 19th century. Photography fieldwork projects focused on interpreting cultural life, public spaces, landscapes, and people in Berlin. Includes techniques and practice of color photography—composition, lighting, color correction, editing, and sequencing. Engagement with contemporary photography scene in Berlin through visits with area artists, museum visits, and mounting of exhibition of student work. Offered through the Duke in Berlin program.",VMS 171SA
Digital Storytelling and Interactive Narrative,"Digital storytelling methodologies, theory, and practice. In-depth analysis of digital storytelling in various media forms and modes of production. Cultural impact of new media narratives. Exploration of digital storytelling affordances and approaches: text, video, audio, design, animation, and interactivity. Critical analysis of existing media and remediation of older media forms. Experimentation with non-linear, spatial, ludic, and hypermedia approaches. Questions of authorship, agency, authority, and collaboration in blogs, games, fan fiction, adaptations. Hands-on experience developing digital narratives and creating digital critiques. Analytical paper and regular crits.",VMS 187FS
Games and Culture: Gateway to the Study of Games,"Examines analog and computer games from a cultural perspective. Explores how prevailing culture and values affect game design, popularity, and experience. how games affect those areas of culture, such as imagining disaster, utopia and dystopia. Explores role-playing and identity, ethics, group behavior, competition, politics, gender, race, and aesthetics.",VMS 188FS
Topics in Focus: Visual and Media Studies,Focus Cluster course. Topics vary by semester.,VMS 190FS
Special Topics in Visual and Media Studies,"Subjects, areas, or themes that embrace a range of disciplines that relate to visual and media studies.",VMS 190S
Experimental Interface Design,"Class explores issues surrounding embodied approaches to interface design. Articulates methodology for generating new forms of human/computer interface; includes workshops, discussions, student presentations, critiques and group brainstorming sessions. Content related to biomimetics; haptic body knowledge; multi-modal sensing; physical computing; physical | digital relationships; networked relations; the potentials of virtual space and different qualities of space, both visual and sonic. Database potentials discussed and explored in service of developing new approaches to interface. Instructor consent required.",VMS 198
LGBTQ/Queer Cinema and Cultural Production,"This class investigates LGBTQ identities, communities and relationships pre, post, and during the Stonewall era through cinema, television, and new media. We will also explore constructions of sexuality, gender, class, race, and nationalism within the context of LGBTQ transnational film cultures and scholarship.",VMS 199
"Imagining Europe: Arts, Culture, Politics","Investigation of defining debates on European culture and the fiction which shapes them. In collaboration with Nasher Museum. Focus on literature and the visual arts of France, Italy, Portugal, Spain. Comparative analysis of key issues, including arts of migration, multilingualism, cultural and political relations within and without Europe, development of financial systems. Major authors: Marco Polo, Khatibi, Montaigne, Montesquieu, Balzac, Calvino, Némirovsky, Semprún, Saramago. Research in museum collections on major pieces.",VMS 202
Introduction to Visual Culture,"Survey of visual culture, from issues of production, circulation and reception to how visual media have historically exerted power, elicited desire, and constructed social experience. Topics include: how photography, television, film, video, Internet, advertising, comics, and other imagery code vision and inscribe race, gender, sexuality and class differences, and dominate nature and animals; how the gaze links cultural performativity, from the coliseum to shopping malls and museums to sports events; and how the rhetoric and semiotics of representation provide access to ways in which visual meaning is socially, politically, and culturally produced and obtained. (Team-taught.)",VMS 202D
Introduction to Digital Humanities,"Digital approaches to humanistic research and its expression, across disciplines and fields. Critical approaches to the digital turn in contemporary culture; theoretical approaches to digital creation and digital remediation of analog sources. Topics include aesthetics, cultural impact, opportunities for global circulation. Critical contextualization around access, authorship, diversity and inclusion, media effects, and evaluation. Exercises in text analysis, digital mapping, data visualization, databases, networks, online archives and exhibitions, immersive media, situated within broader cultural debates on digital cultures, and on best practices for interdisciplinary collaboration.",VMS 203D
Medicine and the Vision of Documentary Photography,"The intersection of healthcare and documentary photography. Explore work of established photographers engaged with healthcare topics. Produce semester-long documentary photography project and 5-10 page documentary essay on healthcare related topic. Students must have or quickly develop proficiency in the use of a digital SLR camera and Adobe Lightroom. Course materials include photographs, articles, and books. Class sessions combine critique of student work, discussion of course materials, and discussion of ethical questions involved in documentary representation of healthcare-related topics.",VMS 204S
Introduction to Performance Studies,"Introduction to field of performance studies, with examples drawn from music, dance, theatre, performance art, protests, rituals, and everyday life. Through comparative study of global performance, we explore the usefulness of concepts of ritual, play, and performativity as they relate to performance and technology; intercultural performance and implications and ethics of appropriation and borrowing; originality and imitation; archive and repertoire; performative writing; and the performative dimensions of gender, race, and sexuality.",VMS 205
Digital Imaging,Photoshop and Illustrator used to introduce single and serial images for print and web output. Consent of instructor required.,VMS 206
Children's Self Expression: Literacy Through Photography,"Children's self-expression and education through writing, photography and documentary work. Focus on reading and critical interpretation of images. The history, philosophy, and methodology of Literacy Through Photography. Includes internship in an elementary or middle school classroom. Required participation in service-learning.",VMS 207S
The Silent Film: An Introduction,"The first thirty-five years of cinema as an emerging art form and mode of communication. Aesthetic, technical, and cultural aspects of the medium will be considered in historical context, from nineteenth-century experiments to nascent narrative conventions and the first disruptive avant-garde movements. Focus is on close reading of relevant films.",VMS 208S
Representations of Women in the Classical World,"The lives of women in the Classical world viewed through the visual culture of Classical art. Through images of women in statues, reliefs, coins, and painting, the course explores the role of visual representation in communicating complex social and political messages. Issues such as the construction of gender, the expression of power and status, the preservation of social hierarchies, the protection of normative values, and the manipulation and control of sexuality are considered.",VMS 209S
Global Digital Media: Critical and Comparative Approaches to Information Technologies,"Responding to recent trends in digital-media related fields, this course draws upon critical concepts and comparative approaches that deal with contemporary information and communication technologies (ICTs) across national and disciplinary boundaries. This course will develop Media Studies and Science & Technology Studies inspired analyses that connect the medium-specific and aesthetic qualities of digital media with historical and socioeconomic factors shaping their production, circulation, and reception. It examines how digital media reproduce or complicate physical and social boundaries, and how concepts of race, gender, and class are embedded in the operation of digital technologies.",VMS 210S
Children and the Experience of Illness,"An exploration of how children cope with illness, incorporating the tools of documentary photography and writing. Students will work outside class with children who are ill and teach them how to use a camera, working toward an exhibit of photographs at the end of the semester. Required participation in service-learning.",VMS 211S
"Digital Documentary Photography: Education, Childhood, and Growth","Documentary photography as a tool for exploring public education in Durham. Learn digital techniques including camera function, Photoshop, ink-jet printing, audio capture and production of audio-visual slide shows. Discuss ethical issues that emerge as a result of digital photographic impermanence. Service-learning environment consisting of fieldwork photography in collaboration with community organization, culminating in an exhibit. This is a Focus Program Course for Knowledge in the Service of Society. Department consent is required.",VMS 212FS
"Digital Documentary Photography: Education, Childhood, and Growth","Documentary photography as a tool for exploring public education in Durham. Learn digital techniques including camera function, Photoshop, ink-jet printing, audio capture and production of audio-visual slide shows. Discuss ethical issues that emerge as a result of digital photographic impermanence. Service-learning environment consisting of fieldwork photography in collaboration with community organization, culminating in an exhibit.",VMS 212S
Internship in New York,"Participants in this course are immersed in the professional work of New York's arts, culture, and performance industries through apprenticeship to a sponsoring artist, institution, or organization. Participants work fifteen hours per week at their internship and meet arts professionals from within and beyond Duke's alumni network. They also meet regularly with their supervising professor. In combination, this work experience, networking opportunity, and academic reflection help interns develop their professional capabilities, refine their interpersonal and workplace skills, and prepare for future work in creative industries.",VMS 213A
Games and Culture: Gateway to the Study of Games,"Examines analog and computer games from a cultural perspective. Explores how prevailing culture and values affect game design, popularity, and experience. how games affect those areas of culture, such as imagining disaster, utopia and dystopia. Explores role-playing and identity, ethics, group behavior, competition, politics, gender, race, and aesthetics.",VMS 214
Games and Culture: Gateway to the Study of Games,"Examines analog and computer games from a cultural perspective. Explores how prevailing culture and values affect game design, popularity, and experience. how games affect those areas of culture, such as imagining disaster, utopia and dystopia. Explores role-playing and identity, ethics, group behavior, competition, politics, gender, race, and aesthetics.",VMS 214S
Documentary Photography and the Southern Culture Landscape,"Emphasis on the tradition and practice of documentary photography as a way of seeing and interpreting cultural life. The techniques of color and black-and-white photography - exposure, development, and printing - diverse ways of representing the cultural landscape of the region through photographic imagery. The role issues such as objectivity, clarity, politics, memory, autobiography, and local culture play in the making and dissemination of photographs.",VMS 215S
"Anime: Origins, Forms, Mutations","Historical origins of Japanese anime, as well as its status as art, narrative, genre. Ways in which anime mutates: formally (literature, manga, live action), culturally (fashion, otaku, fan communities), geographically. No prior knowledge of subject matter or Japanese language required.",VMS 216
"Sound, Music, and the Moving Image","Introduction to film studies with emphasis on uses and functions of sound, film music, sound and other aural objects such as the voice, through a selected body of works. Topics include representations of sound, music and voice, the functions of pre-existing music and their relations with the moving image in cinema and television; gendered representations of music and voice in pop and rock music videos; Hollywood practices and non-Hollywood practices.",VMS 217S
Sociology through Photography,"Documentary photography used as a tool to see the world through a sociological lens. Photographs and the social construction of reality; generic components of social organization (codes of conduct, mechanisms of social control); power relations and social inequalities; and social identities (how they're formed in relation to structures, experiences, history and culture).",VMS 218S
The Tokyo Idea: Visualizing a Global City,"Tokyo is the political, cultural, and economic center of Japan. This class will focus on the different portrayals of Tokyo over time and how the city has been imagined in art, architecture, literature, film, popular culture, and fashion from the end of the Edo period to the present day.",VMS 219S
Ready for Prime Time: Writing the Dramatic TV Episode,"Some of the best dramatic writing today can now be found on television. This class will focus on one commercial prime-time drama, past or present. Beginning with a deep immersion into the world of that show—watching all of Season One—students break into groups, coming up with their own long stories to advance the plots. Each student will pitch a story for their particular version of 'Season Two'—developing an outline, tracking their storylines with the other members of their group, and finally writing a draft of an hour-long TV episode. Each student will write his or her own script—but will need to share notes, thoughts and feedback with their fellow writers.",VMS 220S
Printmaking: Silkscreen,"The silkscreen medium and its stencil-making processes including paper stencils, blockouts, crayon, and photographic methods. Students develop a significant body of prints using these techniques. Consent of instructor required.",VMS 221
Animated Film: A History and Aesthetic,Evolution of animation from the philosophical 'toys' of the late eighteenth century to the major international entertainment form of today. Special focus on American animation as it evolved from inspired individuals like Emile Cohl and Winsor McCay to a full-blown industrial model allowing for the creation of the animated feature and contemporary special effects.,VMS 222
Melodrama East and West,"Melodrama as a genre in literature and as a mode of representation in film and other media. Issues include: gender construction, class formation, racial recognition, and national identity-building. Emphasis on comparative method attending American and Chinese cultures and the politics of cross-cultural representation.",VMS 223
Small Town USA: Local Collaborations,"Theory and practice of documentary photography in a small-town context. Students working in collaboration with one nearby small town complete a documentary photographic study of one individual or group within that town. Includes analysis of the documentary tradition, particularly as it relates to locally situated work and to selected individual projects; building visual narrative, developing honest relationships with subjects, responsibility to subjects and their communities, and engaging with and portraying a community as an outsider. Photo elicitation and editing techniques. Required participation in service-learning.",VMS 224S
Space-Body-Image,"Analyzes ways the production of space in architecture and urban theory also produce images of the ideal bodies supposed to inhabit them. Explores limits of the production of space from standpoint of feminist, queer, and critical race theory, as well as through current research in disability studies. Surveys efforts by contemporary artists, writers, and filmmakers to interrupt prevailing images of space and imagine new kinds of bodies to move within them.",VMS 226S
Color Photography: Fieldwork and Digital Color,"Field-based course examining color photography as a documentary tool. Students learn about aesthetic and technical foundations of color photography using recent digital technology. Class-conducted intensive examination of the work of historic and contemporary color documentary photographers. Advanced techniques in film scanning, Photoshop, and color pigment printing. Completion of semester-long color photographic project, and final project consisting of production of a series of color pigment prints.",VMS 227S
"World of Gaming: Art, Theory, Technology, and Business of a Multi-Billion Dollar Global Industry","Interdisciplinary and transnational exploration into the multi-billion dollar global gaming industry through social and theoretical lens. Asks what are the possibilities and pitfalls of gaming in our societies? Examines local and global cases, through art, storytelling, theory, design, technology, business, and gamer and fan communities. Select social and theoretical issues explored include im/migration and refugees, identity (race, gender, class and sexuality), environment, education, civic engagement, sports, recreation, war, and technology. Asia is one important case study as one of the most vibrant regions for examining gaming cultures, conflicts, and theories.",VMS 228S
Experimental Filmmaking,The history of avant-garde in film and video combined with production exercises.,VMS 229S
Black Popular Culture,"The production and circulation of African American popular cultural forms including, but not limited to, popular literature, music, film, television, and art in the twentieth century. The ways in which African American popular culture may reflect the particular values and ethos of African Americans and the larger American society. Topics may include black cinema, blues and jazz music, black nationalism, hip hop, black social movements, blacks and sports culture, popular dance, and the cultural history of black style.",VMS 230
Indian Cinema,"Sources of vitality in twentieth-century Indian cinema. The resilience of popular cinema in the face of Hollywood. Narrative and non-narrative expressive forms in folk and high culture in India. The work of Guru Dutt, Satyajit Ray, G. Aravindan, and Mani Kaul.",VMS 231
Japanese Cinema,"An introduction to the history of Japanese cinema focusing on issues including the relation between the tradition-modernity or Japan-West in the development of Japanese cinema, the influence of Japanese films on the theory and practice of cinema abroad, and the ways in which cinema has served as a reflection of and an active agent in the transformation of Japanese society.",VMS 232
Religion in American Life,"A historical survey, with emphasis on the ways that religious experiences, beliefs, and traditions have found expression in religious communities and institutions, and in American public life.",VMS 233
World of Korean and Diaspora Cinema,"The world of Korean cinema, broadly defined in terms of national, generic, theoretical boundaries, beyond conventional auteur, genre, one-way influence, and national cinema theories. Cinematic texts examined in local, regional, and global contexts and intersections, in conversation with global theories and histories of cinema, visual cultures, and other representational forms. Variable topics informed theoretically and politically by discourses on gender/sexuality, race/ethnicity, global flows of people and cultures, popular and 'high' culture crossovers, transnational co-productions, remakes, translations and retellings. No knowledge of Korean language/ culture presumed.",VMS 234
Master Filmmakers of Chinese Cinemas,"Films, documentaries, television series, and soap operas produced in Mainland China in the post-Mao era, modern and contemporary Taiwan, and Hong Kong. Topics include the history and aesthetics of the new wave cinema, soap operas as the new forum for public debate o popular culture, and debate over the relationship between Euro-American modernist and the national cinema.",VMS 235
Contemporary Japanese Visual Culture,"Introduction to the art and visual culture of contemporary Japan concentrating on the postwar period, particularly 1980s to present. Performance art, installations, graphic and industrial design, photography, fashion, animation, and comics (manga). The transnational spread of popular culture within the Asia-Pacific region and the cross-cultural exchanges between East and West; the relationship between high art and popular culture; the impact of economic globalization and consumerism on visual culture.",VMS 236
Global Chinese Cities through Literature and Film,"Modern Chinese cities in and beyond China, particularly as represented in literature and film. Considers city as object of cultural representation, as well as an engine of cultural production. Examines themes of modernization, alienation, nostalgia, migration, labor, and commoditization, and rethinks the very notion of 'Chineseness' within an increasingly globalized world. Featured cities include Beijing, Shanghai, Hong Kong, Taipei, and New York.",VMS 237
"Media, Technology and Politics","Charts interplay between media, technology, and politics beginning in 19th century. Concludes in the digital age, with emphasis on social media and artificial intelligence. Course will also focus on introducing media research methods and visual literacy to students. Readings in a range of scholarly fields including history, science and technology studies, anthropology, media and visual studies, political science. Close work with a set of diverse global case studies (particular focus on the Middle East) and primary materials including documentary and feature film, radio transmissions, photographic archives (19th century-present) and digital media archives.",VMS 238S
Drama of Ancient Rome,"Introduction to the drama and performance cultures of ancient Rome. Students read in translation canonical comedies (Plautus, Terence) as well as tragedies (Seneca) while also studying related genres such as mime, historical drama, and other hybrid forms. Central topics include: conventions of theatrical performance from Republic to Empire, social and political contexts of Roman drama, ancient dramaturgy and theatrical spaces, related performance cultures including the gladiatorial arena, modern reception of Roman drama. No previous knowledge of Classical Studies required or presumed; this course is open to all students interested in drama, literature, and the history of Rome.",VMS 240
Computer Graphics,"Overview, motivation, and history; Graphic software and APIs; coordinate systems and geometric transforms; drawing routines, antialiasing, supersampling; 3d object representation, spatial data structures, constructive solid geometry; hidden-surface-removal algorithms, z-buffer, A-buffer; illumination and shading models, surface details, radiosity; achromatic light, color specification, colorimetry, different color models; graphics pipeline; animation, levels of detail. Prerequisites: Computer Science 201.",VMS 241
Book Art: Typography as Image,"Investigates use of text as vehicle for communication and visual form within book format. Typography, interaction of writing and page design, history of typography, writing and printed page, use of written form as work of art, book design, binding and how text as visual element interacts with and becomes the image. Prerequisite: Visual Arts 201 preferred. Instructor consent required.",VMS 243
From Caricature to Comic Strip,"History of caricature as a medium for political critique and social comment from the eighteenth century to the present, focusing on England, France, Germany, and the United States. Languages of graphic satire in the context of specific historical moments, from the War of Independence to the war in Iraq; history of popular journalism and the comic press; censorship and agitation for press freedom; cartooning and the assault on power; violence against cartoonists and issues of freedom of speech; growth of specialized juvenile graphic magazines and the development of the strip cartoon.",VMS 244D
"Arts, Film, Or Media Practicum","This course will accompany the semester-long internship and will assist students in developing interpersonal and workplace competencies, reflection tools, professional capabilities, and focused expertise. It will also provide students with skills and tools to prepare them for future work in the creative industries. They will attend one group meeting and three one-on-one, half-hour academic supervisor meetings (with assignments due at each meeting designed to move the final research project forward).",VMS 245
Global Culture,"Globalization examined through some of its dominant cultural forms—the marketing of pop music, the globalization of TV culture, the spread of markets and commodities, the export of political ideologies. Special focus given to the way in which these forms both affect and are transformed by local cultures in Africa, South Asia, East Asia, and Latin America.",VMS 247
Contemporary Israeli Cinema,"A comparative approach to Israeli cinema, in the context of American and European cinemas. Cinema and nationalism. Cinematic representations of social, political, racial, and ethnic tensions and fissures: social gap, immigration to and emigration from Israel, militarism and civil society, masculinity and femininity, and the Israeli-Arab conflict. Popular culture and its relationship with high culture.",VMS 248
Building Global Audiences,"Marketing and publicity are so important to audience building that, 20 years ago, expanding beyond local audiences usually couldn't be accomplished without huge advertising budgets. However, thanks to the Internet, you can build a global audience from your dorm room. This class explores how. Learn about social media, search engine optimization, virality, content marketing, growth hacking, and other digital audience building strategies. They're difficult to learn and time consuming to execute, so expect to struggle. We'll learn as much from our failures as we will from our successes as we discover what it takes to cultivate global awareness for an idea without ever leaving Durham.",VMS 249
Japanese Architecture,"A survey of major architectural traditions of Japan. Sites ranging from prehistoric tombs and dwellings to contemporary design work of architects such as Isozaki Arata and Ando Tadao. Focus on the development of various architectural typologies: Buddhist temples, Shinto shrines, tea ceremony structures, garden design, imperial and shogunal palaces, fortified castles, modern institutional structures, and private residences. Japanese architectural practices compared with other Asian and Euro-American building traditions. Aesthetic, structural, historical, social, and religious issues considered.",VMS 250
Indigenous Journeys in South Asian Film and Literature,"A survey of real or imagined journeys in South Asian film and literature from the anxieties of modernity towards traces of the indigenous. Combines an interest in travel literature and road movies with inquiry into human values. Examines aesthetic representations of journeys that are made to idealize a particular past or to valorize contemporary traces of indigenous communities, while exploring the perspectives on modernity afforded by these real or imagined journeys.",VMS 251S
African Americans & Photography,"This course explores the history and culture of photography among African Americans. Topics for consideration will include the 1) history of photographic technologies, 2) the political urgency compelling early Black photographers, 3) as well as the aesthetic practices and interventions made by contemporary Black artists.",VMS 252S
Independent African American Cinema,"Independent African American Independent cinema from the silent film era to the present. Perspectives on issues of politics, representation, cultural identity, marginality and difference in contemporary American society. Focus on independent directorial figures and their intervention through genres, historical movements, and modes of production to examine how innovation helps define African American cinema's rich past and possibilities as well as key shifts in the larger social contexts of race, gender, and class in the United States.",VMS 253S
Representing Slavery,"Examines representations of the Atlantic slave trade in scholarship, literature, film, popular culture, and local site visits. We will examine portrayals of people who were enslaved, people who enslaved, as well as the nature of capture, the Middle Passage, and plantation life. We will also explore contemporary commemorations of the slave trade within museums, and the political mobilization of this history within the reparations movement. Through an examination of these materials, we will ask 'why represent slavery?' and 'what is at stake when representing slavery?'",VMS 254
Social Marketing: From Literary Celebrities to Instagram Influencers,"Typical Duke students spend hours each day using social media. You've surely heard the platforms described as 'revolutionary,' and you've also heard them described as 'time wasters.' What you probably haven't thought about is how similar they are to previous 'revolutionary' communications technologies like novels, newspapers, and even language itself. This course explores ways in which studying the masters of previous 'social' media technologies—the Shakespeares, Whitmans, and Eliots of the world—can help us understand how influencers on digital social media leverage the same platforms you use every day to market themselves, build their brands, and grow their audiences.",VMS 255
Drawing Foundations in Early Modern Europe,"Through classroom lectures, museum visits, and studio practice, this course studies the place of drawing since its early modern theorization in the visual arts and in the artistic practice. Drawings can be records of visual observation, or of a speculative thought process; ways of working out ideas, and of presenting plans; they also achieve the status of independent art objects. Students will gain familiarity with drawing as an artistic medium related to major questions about art and society, while also learning fundamental and practical drawing skills that will give deeper insights into theory.",VMS 256
Web Project Design and Development,"Follow-on to ISS 240/240L. Students should be experienced with basic HTML and CSS. Information and graphic design; use-case development; readings and group critiques. Continued work with HTML, CSS, HTML5, Javascript. Introduction to PHP, MySQL and/or other server-based authoring techniques. Creation and templating of blogs, wikis, and content management systems. Web 2.0 and 3.0 technology implementation. Embedded media and objects. Intellectual property and fair use. User testing. Short exercises, group work, individual semester project, and public site launch. Instructor consent required.",VMS 257L
American Cinema: Redefined,"Course examines the way films speak to the history of American nationhood as a whole. Considers the diversity of American Cinema and Hollywood's international dominance. Explores how varieties of domestic film production develop in the shadow of the commercial film industry, how they differ from mainstream productions, and how they contribute innovations.",VMS 257S
Cinematography,"In-depth investigation of cinematographic techniques and principles for motion picture production. Exercises in both film and high definition digital video. Emphasis on advanced lighting techniques, lensing, camera mobility, set operations and close analysis of master works of cinematography.",VMS 260S
Moving Image Practice,"Film and digital video production in conjunction with the history and theory of these technologies. Students may produce work in 8mm, 16mm film and digital video and learn the basics of non-linear digital editing software.",VMS 261S
Contemporary Documentary Film: Filmmakers and the Full Frame Documentary Film Festival,"Integrated with the films and filmmakers of the Full Frame Documentary Film Festival. The art form, style, and technology of contemporary documentary films. Issues of autonomy and power, politics, and public policies. Analysis of outstanding films from around the world. Presentations and discussions by filmmakers.",VMS 264
History of Documentary Film,"Introduction to the history, theory, and styles of nonfiction film and video.  Transformation in technologies and their influence on form, from actuality films to contemporary digital documentaries.  Documentary's marginal status and surprising commercial appeal; the mixing of fiction and nonfiction strategies in cultural construction.  Use of documentary as a tool for exploring individual identity, filmmaker/subject relationships, and fomenting political change.",VMS 265
History of Documentary Film,"Introduction to the history, theory, and styles of nonfiction film and video. Transformation in technologies and their influence on form, from actuality films to contemporary digital documentaries. Documentary's marginal status and surprising commercial appeal; the mixing of fiction and nonfiction strategies in cultural construction. Use of documentary as a tool for exploring individual identity, filmmaker/subject relationships, and fomenting political change.",VMS 265A
Media History: Old and New,"Development of various media forms in historical and social contexts. Impact of old 'new' media on established art, commerce, education, politics, entertainment from 19th c. on. Changing ideas about authenticity, authority, agency, reception, identity, and power relating to emerging media forms, production, circulation. Overlaps, disjunctures, convergences, persistences and antiquations via case studies and examples. Technologies include print publishing, photography, audio recording, film, telegraph, maps, exhibitions, architecture and installations alongside contemporary web, multimedia, database, game, virtual reality, and telepresence systems. Final rich media research project required.",VMS 266
Film Genres,"A historical survey of motion picture genre as a stylistic and narrative device, including comedy, horror, the musical, the western, and science fiction.",VMS 267
American Film Comedy,A historical survey of American film comedy from silent cinema to contemporary television and film.,VMS 268S
Religion and Film,"A study of the relationship between motion pictures and religion. Focus on the comparative portrayal of organized religions; expressions of religious life; and religious topics, such as God, evil and morality, in both Western and non-Western films in which contemporary artists and intellectuals explore the challenges of modernity.",VMS 269
Constructing Immersive Virtual Worlds,"Theory, practice, and creation of 3D virtual worlds. Hands-on design and development of online collaborative simulation environments. Introduction to graphics workflow for creating virtual world media assets. Critical exploration of state-of-the-art virtual world technologies; 3D graphics, chat, voice, video, and mixed reality systems. Topics include: history/culture of virtual worlds, identity and avatars; behavioral norms; self-organizing cultures; user-generated content, virtual world economies; architectural scalability.",VMS 270S
Film Animation Production,"Experimentation with various media; mastering animation techniques such as metamorphosis, timing, articulation, storytelling, sound design, special effects, and camera. Each student to produce a one-minute animated film on the Oxberry 16mm film animation stand. Not open to students who have taken this course as Film/Video/Digital 102S.",VMS 271S
"The Arts, Culture, and Performance of New York","This course introduces its participants to New York though its rich artistic, cultural, and performance offerings--drawn from art, dance, film, music, literature, and theater. Visiting all five boroughs, they contemplate how the identities of New Yorkers—informed by the city and by ability, class, ethnicity, gender, race, and sexuality—are performed in the theater of everyday life: in parks, streets, subways, and especially the city's diverse neighborhoods and restaurants.",VMS 272A
The Middle East Through Film,"Film as access into the region through a series of direct as well as poetic connections woven across films viewed, filmmakers featured, lectures, discussions, and texts read. By means of the integration of course components and students' weekly responses, an understanding of the region is developed by way of inquiry into and rigorous engagement with cultural production. From feature length films to shorts, the breadth of the work we will engage with includes documentaries, dramas, and less traditional forms. A substantial midterm paper, and a final project to be in the form of one of three potential possibilities subject to approval of proposal: a paper, a talk, a short film.",VMS 273
"Race, Genomics, and Society","The field of genetics has been at the forefront of discourse concerning the concept of 'race' in humans. This course explores human origins, human variation, human identity, and human health through a broad range of enduring and emerging themes and challenging questions related to race and genetics (and now, genomics) on a global scale. Students will acquire knowledge and skills required for integrative analyses of the relevant scientific, ethical, legal, societal, cultural, and psychosocial issues. Open to students at all levels from any discipline in the arts, humanities, and sciences (natural, social, formal, and applied).",VMS 274D
America Dreams American Movies II: Independents Through Streaming,"This course studies contemporary American movies as they create and reflect America's self-image from the rise of independents through the innovations of the 21st century, including digital video, streaming, and the rise of high-quality TV productions. Approaches include U.S. cultural history, industry developments, and technical analysis. Directors such as Kubrick, Coppola, Spielberg, Tarantino, Lee, Moore, Cameron, Campion, Jenkins, Bigelow, Peele, Du Vernay, and others up to today. At least two weeks of the semester will be devoted to TV, such as Game of Thrones, The Americans, or Watchmen. Like the film and TV industries themselves, assignments encourage creativity and collaboration.",VMS 276
Cyber Connections: Communication in the Digital Age,"Explores contemporary challenges, contexts, and opportunities with communication across media platforms. Examines historical contexts and texts related to rhetoric and communication, and how these ideas have persisted and shifted in the digital age. Texts include theoretical approaches to communication and rhetoric (past and present) and examples of communication across a range of media (for example: podcasts, multimodal texts, web-based presentations, and social media content). Students learn to conduct rhetorical analysis across media, and create written, visual, and/or verbal rhetorical content across media platforms. Prerequisite: Writing 101.",VMS 277S
Decentering Spanish Otherness: Visual Culture and Coloniality in Contemporary Spain,"This course proposes the study of visual culture in Spain from the nineteenth century to the present day from decolonial and postcolonial perspectives. It will analyze the history and cultural legacies of Spanish colonialism through photography, film, illustration and art from a transdisciplinary point of view, with special emphasis on cultural studies, visual studies and visual anthropology. Offered through Duke in Madrid program.",VMS 278A
