"course_code","course_title","credits","department","description"
"PSYC 100","Introduction to Psychology","3 credits.","Psychology (PSYC)","Introduces psychology as scientific discipline. Examines concepts and methods in learning, motivation, development, personality, and measurement. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Social/Behavioral Sciences Schedule Type:Lecture, Recitation Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 211","Lifespan Development","3 credits.","Psychology (PSYC)","Review of major developmental theories including perspectives of childhood, adolescence, adulthood, and old age. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Social/Behavioral Sciences Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture, Recitation Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 231","Social Psychology","3 credits.","Psychology (PSYC)","Study of human behavior development in a social matrix, including such topics as socialization, cultural behavior, group norms, and attitude formation. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Social/Behavioral Sciences Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 260","Basic Research Methods in Psychology","1-3 credits.","Psychology (PSYC)","Introduction to research methods in psychology in the context of assisting faculty with research; individualized sections by arrangement with faculty. Methods taught vary but generally include basic data collection and recordkeeping methods in research. Notes:  Course culminates in a paper describing techniques learned. No more than 6 credits inPSYC 260,350, and 460 can be used toward a psychology major. Offered byPsychology. May be repeated within the term. Specialized Designation:Topic Varies Recommended Prerequisite:A 3.0 overall G.P.A., and a written proposal approved before registration by the instructor and the department chair. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 300","Statistics in Psychology","4 credits.","Psychology (PSYC)","Descriptive and inferential statistics in design, analysis, and interpretation of psychological research with practical application using computers in laboratory. Notes: Students are strongly encouraged to takePSYC 301concurrently. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:6 credits of PSYC and 3 credits of MATH course work or permission of instructor. Recommended Corequisite:Students are strongly encouraged to takePSYC 301. Schedule Type:Laboratory, Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 301","Research Methods in Psychology","4 credits.","Psychology (PSYC)","General research design in psychology, with an emphasis on experimental design and control. Topics include use of human participants in research, reliability and validity, observational methods, and survey and longitudinal designs. Notes: Students are strongly encouraged to takePSYC 300concurrently. Laboratory work will include designing and running research studies and writing manuscripts using appropriate style and format. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All) Specialized Designation:Writing Intensive in Major Recommended Prerequisite:PSYC 100,ENGH 302, and eitherPSYC 300,STAT 250, orSTAT 350or equivalent. Schedule Type:Laboratory, Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 304","Principles of Learning","4 credits.","Psychology (PSYC)","Principles of animal learning, including such topics as classical and operant conditioning, discrimination learning, and animal cognition. Notes: Laboratory projects require working with computer simulations. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All) Specialized Designation:Writing Intensive in Major Recommended Prerequisite:ENGH 302andPSYC 300or permission of instructor. Schedule Type:Laboratory, Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 309","Sensation, Perception, and Information Processing","4 credits.","Psychology (PSYC)","Principles of perception, including topics such as psychophysics, perceptual organization, perceptual learning, and perceptual constancies. Notes: Laboratory projects demonstrate and investigate perceptual phenomena. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All) Specialized Designation:Writing Intensive in Major Recommended Prerequisite:PSYC 300,PSYC 301, andENGH 302. Schedule Type:Laboratory, Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 312","Educational Psychology","3 credits.","Psychology (PSYC)","Enables students to apply psychological principles to the learning process in the classroom context. Examines the theoretical and applied aspects of learning, motivation, human development, personality, assessment, and evaluation in educational settings. Corresponding implications for effective teaching will be discussed.  Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 313","Child Development","3 credits.","Psychology (PSYC)","Study of human psychological development from conception to adolescence including such topics as genetic factors, emotional and intellectual growth, and environmental influences. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or equivalent. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 314","Adolescent Development","3 credits.","Psychology (PSYC)","Study of the biological and cultural changes accompanying adolescence, including the effect of these changes on emotional, intellectual, and social development. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or equivalent. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 317","Cognitive Psychology","3 credits.","Psychology (PSYC)","An in-depth overview of important topics in cognitive psychology, including memory, attention, pattern recognition, problem solving, reasoning, and psycholinguistics. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:Six credits of psychology or permission of instructor. Schedule Type:Lecture, Recitation Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 320","Psychological Tests and Measurements","4 credits.","Psychology (PSYC)","Examination and application of principles underlying the theory, interpretation, and administration of psychological tests, including a study of tests of intelligence, achievement, and ability. This course may count for both the Applied Psychology and Experimental Psychology lab requirements or for both the Applied Psychology and Technical Writing requirements. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 300or permission of instructor. Schedule Type:Laboratory, Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 321","Clinical Psychology","3 credits.","Psychology (PSYC)","Examines evidence-based psychological assessment and psychotherapy techniques to understand, prevent, and treat psychological distress and dysfunction and promote well-being. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 325or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 322","Behavior Modification","3-5 credits.","Psychology (PSYC)","Examination of experimental principles of human and animal learning within theoretical framework of applied behavior analysis, including design, implementation, and evaluation of operant intervention programs across a wide variety of human situations. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 324or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 324","Personality Theory","3 credits.","Psychology (PSYC)","Introduction to classical and contemporary theories of personality, and comparative evaluation of major theories in terms of relevant studies. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 325","Psychopathology","3 credits.","Psychology (PSYC)","Study of mental health and psychological disorders, including depression, anxiety, childhood disorders, stress and trauma-related disorders, serious mental illness, and others. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100and eitherPSYC 211,231, or 324 or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 326","Therapeutic Communication Skills","3 credits.","Psychology (PSYC)","Introduction to understanding and use of basic therapeutic communication skills used in clinical and counseling psychology. Offered byPsychology. Limited to three attempts. Registration Restrictions:Required Prerequisites:PSYC 325C-, 325XSor L325.C-Requires minimum grade of C-.XSRequires minimum grade of XS. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 327","Psychology in the Community","3 credits.","Psychology (PSYC)","Individual placements in applied psychology settings. Notes: A maximum of 6 credits ofPSYC 327,328, 421, and 422 can be applied to the psychology major. Offered byPsychology. May be repeated within the degree for a maximum 6 credits. Recommended Prerequisite:PSYC major with 6 hours of PSYC and permission of associate chair for undergraduate studies. Schedule Type:Internship Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 328","Psychology in the Community Laboratory","1 credit.","Psychology (PSYC)","Consists of a one-hour service learning component linked to selected psychology courses. Note: A maximum of 6 credits ofPSYC 327and328can be applied to the psychology major. Offered byPsychology. May be repeated within the degree for a maximum 6 credits. Recommended Prerequisite:PSYC major with 6 hours of PSYC and permission of instructor and associate chair for undergraduate studies. Schedule Type:Internship Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 333","Psychology in the Workplace","3 credits.","Psychology (PSYC)","This course reviews evidence-based approaches for promoting effective, satisfying, and just workplaces. Emphasis is placed on best practices for hiring, evaluating, training, motivating, leading, and retaining employees. This course surveys the field of Industrial-Organizational Psychology and will benefit students interested in understanding the workplace and navigating it effectively and equitably. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Social/Behavioral Sciences Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 335","Psychology of Creativity and Innovation","3 credits.","Psychology (PSYC)","Creativity and innovation take place in many domains such business, science and the arts. Learn the distinction between creativity and innovation. Apply findings from the scientific literature about the antecedents of creativity and innovation including emotions, cognition, individual differences, and social contexts. Experiment with ways to enhance your creativity and skills for innovation. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Seminar Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 340","Human Factors Psychology","3 credits.","Psychology (PSYC)","Reviews history and current practice of optimal product and system design as a function of psychology. Includes a brief history of human factors psychology, a review of human memory and attentional systems as they relate to product and system design, and an introduction to current methods used to analyze and redesign products and systems for optimal human interaction. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 350","Directed Reading and Research in Psychology","1-3 credits.","Psychology (PSYC)","Library research in psychology, culminating in a substantial formal paper; individualized sections by arrangement with faculty. Notes: No more than 6 credits inPSYC 260,350, and 460 can be used toward psychology major. Offered byPsychology. May be repeated within the term. Specialized Designation:Topic Varies Schedule Type:Independent Study Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 351","Introduction to Health Psychology","3 credits.","Psychology (PSYC)","Examines psychological and behavioral processes in health, illness, and healthcare including research findings, methods, theories, and evidence-based practices. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100 Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 362","Psychology of Gender","3 credits.","Psychology (PSYC)","Behavior and attitudes of women; influence of chromosomes and hormones on behavior, influence of culture on sex role differentiation, and theories of sex role development. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100,BIOL 103, or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 365","Psychology of Stress and Coping","3 credits.","Psychology (PSYC)","Exploration of theory in physiological and psychological mechanisms in stress and its management. Covers practice and application of theory in the human stress experience and response, related interventions, and coping strategies in the biological, social, psychological, and behavioral domains. Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 372","Biopsychology","3 credits.","Psychology (PSYC)","Survey of neuroscience, including basic neuroanatomy, neural and synaptic transmission, neural mechanisms underlying normal and abnormal behavior, and biological mechanisms of drug action. Students may earn credit forPSYC 372and eitherPSYC 375orPSYC 376, but they may not earn credit for all three. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100,BIOL 103withBIOL 106&BIOL 107; or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 373","Biopsychology Laboratory","2 credits.","Psychology (PSYC)","Functional anatomy and physiology of the brain, including dissection of brain and eye, and a demonstration and practice in research methods for studying physiological mechanisms underlying behavior. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 372or375, or permission of instructor. Concurrent enrollment is also permitted. Schedule Type:Laboratory Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 375","Brain and Sensory Processes","3 credits.","Psychology (PSYC)","First half of comprehensive survey of neuroscience, including basic neuroanatomy, neural and synaptic transmission, neural mechanisms underlying normal and abnormal behavior, and biological mechanisms of drug action. Notes: Students may earn credit for 372 and either 375 or 376, but they may not earn credit for all three. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100with a grade of C- or better, andBIOL 103,BIOL 106& 107, orBIOL 213; or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 376","Brain and Behavior","3 credits.","Psychology (PSYC)","Second half of a comprehensive survey of neuroscience, including neural mechanisms underlying normal and abnormal behavior. Notes: Students may earn credit for 372 and either 375 or 376, but they may not earn credit for all three. Offered byPsychology. Limited to three attempts. Registration Restrictions:Required Prerequisites:PSYC 372C,372XS, 375C, 375XS, L372 or L375.CRequires minimum grade of C.XSRequires minimum grade of XS. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 379","Applied Cross-Cultural Psychology","3 credits.","Psychology (PSYC)","A review of important landmarks in cross-cultural research, showing how this research impacts psychology as a discipline. Emphasizes an empirical approach to cross-cultural study and includes topics such as theoretical and empirical developments in cross-cultural psychology, development of coherent schemas to guide cross-cultural research and interventions, comparison of psychology's goals and assumptions in Western and other cultures, and integration of course materials into educational and career goals of students. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Global Understanding Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 380","Introduction to Forensic Psychology","3 credits.","Psychology (PSYC)","Explores the differing, yet varied facets of the field of forensic psychology including landmark legal cases relevant to psychology, potential careers in forensic psychology, police psychology, expert testimony, forensic psychological assessment, psychopathy, homeland security, ethics, correctional psychology, and issues in working in the juvenile justice system.  Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 381","Mental Illness and Criminal Justice","3 credits.","Psychology (PSYC)","Examines the frequent intersection of individuals diagnosed with severe mental illness and the criminal justice system. Includes case studies that demonstrate possible judicial, therapeutic, correctional, and post-adjudication outcomes. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 325. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 382","Psychology of Crime Victims","3 credits.","Psychology (PSYC)","Explores short-term and long-term psychological effects of crime on victims through interviews with survivors of childhood abduction, elder abuse, intimate partner violence, and child abuse, among others. Evaluates roles and responsibilities of mental professionals and law enforcement when interacting with crime victims.  Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 399","Psychology: College to Career","3 credits.","Psychology (PSYC)","Emphasizes development and readiness for a profession in the social sciences through self-assessment and professional skill acquisition. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:At least 30 hours of completed college coursework and a declared major in the social sciences or permission of the instructor. Schedule Type:Seminar Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 405","Mystery, Madness, and Murder","3 credits.","Psychology (PSYC)","Multidisciplinary approach to taboo topics that fascinate and frighten us. Instructors from disciplines across the arts and sciences bring expertise and diverse perspectives to provocative issues such as cannibalism and serial murder. Students learn to think critically and objectively while examining use in myth, literature, and popular culture. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Mason Apex Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 406","Psychology of Communication","3 credits.","Psychology (PSYC)","An examination of the behavior of communicating across species and sensory modalities, with an emphasis on the evolutionary basis for the various communication strategies used by animals and humans. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Mason Apex Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 408","Psychological Fitness","3 credits.","Psychology (PSYC)","Evaluates and applies scientific research on psychological exercises to increase one's cognitive, behavioral, emotional, and physical health. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 410","The Psychology of Environmental Stewardship","3 credits.","Psychology (PSYC)","Reviews theory and research from social psychology on encouraging behavioral and lifestyle changes that contribute to the conservation of natural resources and lead to reductions in harm to the environment.  Theories reviewed include the theory of reasoned/action planned, social norms theories, and theories of self-regulation as applied to the conservation of energy, water, green spaces, and other issues. Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 414","Behavior Disorders of Childhood","3 credits.","Psychology (PSYC)","Review of the theories, methods, and research dealing with emotional and behavioral disorders of children. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 313and325or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 415","Psychological Factors in Aging","3 credits.","Psychology (PSYC)","Examination of the sensory, perceptual, intellectual, personality, health, and familial changes that occur as people age and adjust into their later years. Common and more serious adjustment difficulties and developments are discussed with attention to impacts on the individual and the family. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 417","Science of Well Being","3 credits.","Psychology (PSYC)","This course will examine and interpret the latest research in social, personality, and clinical psychology on well-being, character strengths, and personal growth. Emphasis will be placed on the ways in which scientists generate hypotheses regarding the nature of positive psychological traits and processes and the methods by which these ideas are tested. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 418","Death, Dying, and Grieving","3 credits.","Psychology (PSYC)","Advanced survey of processes of grieving and their relationship to death and dying. Topics include ways of dying, effects of death on loved ones, and care for the terminally ill. Offered byPsychology. Limited to three attempts. Equivalent toPSYC 518. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 423","Group Psychotherapy Techniques","3 credits.","Psychology (PSYC)","Review of theory and methods of group therapy with emphasis on humanistic and interpersonal approaches, including applications to family therapy, alcoholism, and drug abuse. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 324or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 427","Community Engagement for Social Change","3 credits.","Psychology (PSYC)","Explores social problems and interpersonal, intrapersonal, and social aspects of addressing them. Addresses both theoretical aspects of social problems through readings and class discussion and application through community service. This course may count for both Applied Psychology and Professional Development requirements. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Mason Apex Specialized Designation:Mason Impact. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 430","Clinical Practicum in Psychology","3 credits.","Psychology (PSYC)","Gain professional experience in a clinical setting. This course takes place at the GMU Center for Psychological Services, a mental health training center that serves the community. Enrolled students provide reception room service to clients at the center, learning aspects of the center administration and acquiring relevant skills in the field. This course may count for both Applied Psychology and Professional Development requirements. Offered byPsychology. May be repeated within the degree for a maximum 6 credits. Schedule Type:Fieldwork Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 435","Personnel Training and Development: A Psychological Perspective","3 credits.","Psychology (PSYC)","Overview and critique of training methods used in industry from viewpoint of psychological theory, including simulations, on-the-job training, supervisory/leadership skills training, computer-assisted instruction, and programmed texts. Principles of needs analysis, program development, and program evaluation are discussed within framework of industrial psychology. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 333,PSYC 320(may be taken concurrently) or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 440","Forensic Psychology: Science and Pseudoscience","3 credits.","Psychology (PSYC)","Provides a critical, evidenced-based, examination of common psychological practices and constructs in the field of forensic psychology including psychological assessments, expert testimony, risk assessment, hypnosis, criminal profiling, polygraph examination, and methods of interrogation.  Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 441","Criminal Behavior: Psychological and Neurological Aspects","3 credits.","Psychology (PSYC)","Considers the  psychological factors and structural and functional neurological differences that influence criminal behaviors including murder, sexual assault, fraud, intimate partner violence, and arson. The predictive and explanatory abilities of neuroimaging with respect to the criminal acts in question, as well as the role of neuroimaging in the judicial system, will also be explored. Offered byPsychology. Limited to three attempts. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 460","Independent Study in Psychology","1-4 credits.","Psychology (PSYC)","Advanced research methods in psychology in context of individual student projects or assisting with research on faculty projects; individual sections by arrangement with faculty. Notes: No more than 6 credits inPSYC 260,350, and 460 can be used toward psychology major. Offered byPsychology. May be repeated within the term. Specialized Designation:Topic Varies Recommended Prerequisite:18 credits of PSYC, includingPSYC 301(grade of C or better), a 2.500 GPA in PSYC, and a written proposal approved before registration by the instructor and the department. Schedule Type:Independent Study Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 461","Special Topics","1-3 credits.","Psychology (PSYC)","Selected topics reflecting interest in specialized areas. Notes: Topic announced in advance. May be repeated when topic is different. Offered byPsychology. May be repeated within the term. Specialized Designation:Topic Varies Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 462","Selected Topics in Forensic Psychology","3 credits.","Psychology (PSYC)","Selected topics reflecting interest in forensic psychology.   Notes: May be repeated for credit when topic is different. Offered byPsychology. May be repeated within the term. Specialized Designation:Topic Varies Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 465","Pioneering Ideas in Psychology","1-3 credits.","Psychology (PSYC)","Historical background and major theoretical systems in modern psychology. Approaches include behaviorism, cognitive/information processing approaches, and psychodynamic theories. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 466","Psychology of Intimate Relationships","3 credits.","Psychology (PSYC)","Advanced survey of theories and research related to intimate relationships, including romantic relations and those among family members and friends in diverse cultural and relationship contexts. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 100andPSYC 231;PSYC 324recommended. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 467","The Psychology of Working in Groups and Teams","3 credits.","Psychology (PSYC)","Teaches knowledge and the skills to meet communication, interpersonal, and task-related challenges that arise when functioning in work teams. Through readings, classroom activities, and applied problem-solving exercises, students acquire or refine team-related competencies. Students study theory of group and team processes while gaining insight from feedback on their behavior in exercises to become more effective team members. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:60 credit hours, includingPSYC 100, or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 472","Current Topics in Brain and Behavior","3 credits.","Psychology (PSYC)","Rotating topics. Physiological mechanisms underlying behavior. Selected topics include neuronal bases of learning and memory, Alzheimer's disease, and biological bases of addiction. Notes: May be repeated with approval of instructor. Offered byPsychology. May be repeated within the term for a maximum 6 credits. Specialized Designation:Topic Varies Recommended Prerequisite:PSYC 372orPSYC 375, andPSYC 376; or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 480","Biological Bases of Alzheimer's Disease","3 credits.","Psychology (PSYC)","A survey of the causes, symptoms, drug treatments, risk factors and preventative measures associated with Alzheimer's disease. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:PSYC 375,PSYC 376, equivalent course, or permission of instructor. Schedule Type:Lecture Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 490","Psychology Honors I","3 credits.","Psychology (PSYC)","Review of topics and issues in psychology, including historical overview, theory and supporting data, and influences on behavior. Notes: Topics vary. Offered byPsychology. Limited to three attempts. Specialized Designation:Mason Impact. Recommended Prerequisite:Admission to psychology department Honors program. Schedule Type:Seminar Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 491","Psychology Honors II","3 credits.","Psychology (PSYC)","Introduces advanced statistics, research methodologies, statistics packages, computing and information technology, and library technology appropriate for psychological research and pedagogy. Notes: Students required to complete proposal in preparation for admission to Psychology Honors III. Offered byPsychology. Limited to three attempts. Specialized Designation:Mason Impact. Recommended Prerequisite:PSYC 300, 305 and490. Schedule Type:Seminar Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 492","RS: Psychology Honors III","3 credits.","Psychology (PSYC)","Completion of final honors project or thesis. Students must complete project or thesis, and present oral defense to committee and poster to class. Students also expected to prepare proposal to present project or thesis at regional or national conference, or prepare manuscript for publication in appropriate journal. Offered byPsychology. Limited to three attempts. Mason Core:Mason Core (All), Mason Apex Specialized Designation:Research/Scholarship Intensive Recommended Prerequisite:PSYC 491and approval of final honors project for thesis. Schedule Type:Seminar Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 499","Senior Thesis","3 credits.","Psychology (PSYC)","Directed research on topic agreed on by student and advisor. Notes: Students should takePSYC 460with same advisor to develop thesis proposal before registering forPSYC 499. Students must complete thesis and defend it orally before advisor and two faculty members. Offered byPsychology. Limited to three attempts. Recommended Prerequisite:Psychology major with 84 hours, an experimental psychology laboratory course,PSYC 460, Permission of Instructor, and prior approval of thesis proposal. Schedule Type:Independent Study Grading:This course is graded on theUndergraduate Regular scale."
"PSYC 518","Death, Dying, and Grieving","3 credits.","Psychology (PSYC)","Advanced survey of processes of grieving and their relationship to death and dying. Topics include ways of dying, effects of death on loved ones, and care for the terminally ill. Offered byPsychology. May not be repeated for credit. Equivalent toPSYC 418. Recommended Prerequisite:PSYC 100 Registration Restrictions:Enrollment limited to students with a class of Advanced to Candidacy, Graduate, Junior Plus or Senior Plus.Enrollment is limited to Graduate or Undergraduate level students.Students in a Non-Degree Post-Baccalaureate or Non-Degree Undergraduate degrees maynotenroll. Schedule Type:Lecture Grading:This course is graded on theGraduate Regular scale."
"PSYC 530","Cognitive Engineering: Cognitive Science Applied to Human Factors","3 credits.","Psychology (PSYC)","Application of cognitive theory to understand and predict interactions among human cognition, artifact, and task. Discusses recent research and case studies that emphasize empirical research, analytical modeling techniques, systems design, and development of tools and methods. Offered byPsychology. May not be repeated for credit. Recommended Prerequisite:An experimental lab course or permission of instructor. Registration Restrictions:Enrollment limited to students with a class of Advanced to Candidacy, Graduate, Junior Plus or Senior Plus.Enrollment is limited to Graduate or Undergraduate level students.Students in a Non-Degree Post-Baccalaureate or Non-Degree Undergraduate degrees maynotenroll. Schedule Type:Lecture Grading:This course is graded on theGraduate Regular scale."
"PSYC 531","Mammalian Neurobiology","3 credits.","Psychology (PSYC)","Functional anatomy of brains of mammals, with emphasis on regional and systems neuroanatomy of humans. Anatomy correlated with material from clinical neurology where possible. Laboratory component includes brain dissections and clinical correlations. Offered byPsychology. May not be repeated for credit. Equivalent toBIOL 516. Registration Restrictions:Enrollment limited to students with a class of Advanced to Candidacy, Graduate, Junior Plus or Senior Plus.Enrollment is limited to Graduate or Undergraduate level students.Students in a Non-Degree Post-Baccalaureate or Non-Degree Undergraduate degrees maynotenroll. Schedule Type:Laboratory, Lecture Grading:This course is graded on theGraduate Regular scale."
"PSYC 555","Neuroimaging","3 credits.","Psychology (PSYC)","Covers functional magnetic resonance imaging (fMRI) methods, experimental design and analysis issues in fMRI, structural MRI techniques and how they can contribute to cognitive neuroscience, and event-related potential methods. Offered byPsychology. May not be repeated for credit. Recommended Prerequisite:Graduate enrollment in either Cognitive & Behavioral Neuroscience or Human Factors & Applied Cognition programs, or instructor approval. Registration Restrictions:Enrollment limited to students with a class of Advanced to Candidacy, Graduate, Junior Plus or Senior Plus.Enrollment is limited to Graduate or Undergraduate level students.Students in a Non-Degree Post-Baccalaureate or Non-Degree Undergraduate degrees maynotenroll. Schedule Type:Lecture Grading:This course is graded on theGraduate Regular scale."
"PSYC 557","Psychometric Methods","3 credits.","Psychology (PSYC)","Examines concepts of psychological measurement with emphasis on predictor test and criterion development. Discusses reliability, validity, and specialized techniques to develop tests of ability, interest, and personality. Offered byPsychology. May not be repeated for credit. Recommended Prerequisite:PSYC 642or permission of instructor Registration Restrictions:Enrollment limited to students with a class of Advanced to Candidacy, Graduate, Junior Plus or Senior Plus. Schedule Type:Lecture Grading:This course is graded on theGraduate Regular scale."
